Mode,NLC,ASC,Station,Coverage,Source,Weekday (Mon-Thu) Entries,Friday Entries,Saturday Entries,Sunday Entries,Weekday (Mon-Thu) Exits,Friday Exits,Saturday Exits,Sunday Exits,Annualised En/Ex,year
LO,1449,KTWr,Kentish Town West,Station entry / exit,Manual Count,"3,211","3,884","2,808",1971.6,"3,228","3,883",2811.8,1987.2,"1,629,280","2,021"
LO,620,KETu,Kenton,LO boarding / alighting,Scaled,989.3441723,928.8761367,516.4844315,493.8925064,1287.188006,1218.704384,464.9645225,416.4556246,"496,919","2,021"
LO,621,KEWu,Kew Gardens,LO boarding / alighting,Scaled,"1,906","1,787","1,578",1361.178974,"1,717","1,619","1,548",1071.777243,"886,683","2,021"
LO,1415,KBNr,Kilburn High Road,Station entry / exit,Gateline,"1,102","1,195",928.3371429,677.43,"1,085","1,133",856.2,723.31875,"539,192","2,021"
LO,7402,LEMr,Leyton Midland Road,Station entry / exit,Gateline,"2,137","2,145","1,678",961.74,"2,113","2,069",1542.7125,980.56875,"997,076","2,021"
LO,7403,LERr,Leytonstone High Road,Station entry / exit,Gateline,1556.125714,1612.56,1265.625,756.96,1462.35,1522.616667,1142.26875,707,"721,287","2,021"
LO,6965,LSTr,Liverpool Street NR,LO boarding / alighting,Manual Count,13227,12187.20295,9832.056112,6799.104751,13209,12554.55051,10535.36324,6617.392295,"6,209,630","2,021"
LO,6966,LOFr,London Fields,Station entry / exit,Scaled,2253.79386,2263.83259,2192.862283,1594.445799,2331.215934,2340.901142,2619.901476,2080.369116,"1,188,188","2,021"
LO,5150,NWXr,New Cross,LO boarding / alighting,Loadweigh,"3,054","3,124",2969.5,2029.5,"3,056","2,908",2896.5,2183.5,"1,532,792","2,021"
LO,5345,NXGr,New Cross Gate,LO boarding / alighting,Scaled,"5,157","5,365",5075.842603,2993.892694,6094.658291,5829.806433,4597.604542,3218.356184,"2,724,966","2,021"
LO,659,NWBu,North Wembley,LO boarding / alighting,Scaled,717,710,439,317,656,654,392,316,"314,603","2,021"
LO,5376,NWDr,Norwood Junction,LO boarding / alighting,Scaled,1976.260237,1916.391397,1468.493135,1020.986357,1801.13781,1765.774059,1301.869541,879.4746556,"886,919","2,021"
LO,5423,PMRr,Peckham Rye,LO boarding / alighting,Scaled,"3,826","3,945","4,288",3130.893869,"4,716","4,943","4,950",3878.884615,"2,241,738","2,021"
LO,5378,PNWr,Penge West,Station entry / exit,Manual Count,"1,164","1,266","1,186",756.6,"1,105","1,162",999,710.4,"572,881","2,021"
LO,680,QPKu,Queen's Park,LO boarding / alighting,Scaled,2240.24825,2237.102555,1969.018004,1539.144745,2238.902902,2205.703674,1707.540845,1630.774376,"1,104,025","2,021"
LO,5424,QRPr,Queens Road Peckham,Station entry / exit,Scaled,"2,352","1,919",2410.501206,1674.92713,2310.512192,"1,867",2373.460793,1753.198775,"1,158,467","2,021"
LO,6967,RECr,Rectory Road,Station entry / exit,Manual Count,"1,965","1,688","1,465",1034,"1,762","1,560","1,284","1,073","869,834","2,021"
LO,686,RMDu,Richmond,LO boarding / alighting,Loadweigh,4385.5,4333,4621,5012.5,4513.5,4646,4780,5425,"2,434,923","2,021"
LO,6886,RMFr,Romford,LO boarding / alighting,Scaled,863,856,434.5834903,297.2093991,"1,003","1,023",591.3243325,283.3013545,"413,924","2,021"
LO,1039,ROEr,Rotherhithe,Station entry / exit,Gateline,"1,796","1,944",1708.29,1204.605,"1,610","1,666",1455.43125,1157.23125,"860,347","2,021"
LO,698,SVSu,Seven Sisters,LO boarding / alighting,Manual Count,10750,11371.99037,9463.411168,7065.994456,9936,10175.02784,8476.825195,6475.246662,"5,132,396","2,021"
LO,1082,SDEr,Shadwell LO,Station entry / exit,Gateline,"5,279","5,733","5,079","3,423","5,403","5,703","4,754","3,442","2,678,672","2,021"
LO,9587,SPBr,Shepherd's Bush NR,Station entry / exit,Gateline,9045,9472.32,8783.505,5501.385,9074.391667,9684.5,8973.95625,5506.9875,"4,551,302","2,021"
LO,1024,SDCr,Shoreditch High Street,Station entry / exit,Gateline,8209.08,8647.08,9212.76,6663.465,8744.9775,10759.7,11795.11667,6828.80625,"4,601,311","2,021"
LO,6972,SLVr,Silver Street,Station entry / exit,Scaled,"3,556","3,465","2,412","1,846","3,630","3,635","2,453","1,949","1,682,406","2,021"
LO,1452,SATr,South Acton,Station entry / exit,Scaled,"1,592","1,618","1,501","1,327","1,684","1,629","1,422","1,398","831,678","2,021"
LO,1451,SOHr,South Hampstead,Station entry / exit,Scaled,855,862,634,574,829,868,660,574,"412,312","2,021"
LO,709,SKTu,South Kenton,LO boarding / alighting,Scaled,421,447,357.9350143,530.6274667,694,694,484.095467,566.7697262,"284,940","2,021"
LO,7404,STOr,South Tottenham,Station entry / exit,Gateline,"1,986","1,974","1,394",1053.972,"2,053","2,092","1,451",1011.36,"950,085","2,021"
LO,6947,SBUr,Southbury,Station entry / exit,Gateline,1443.107368,1432.35,1024.32,733.2,1525.152632,1454.25,1046.15,795.0833333,"693,974","2,021"
LO,6973,SJSr,St James Street,Station entry / exit,Gateline,1845.396,1891.512,1678.44,1048.68,1829.31,1791.72,1522.266667,1015.731818,"893,897","2,021"
LO,6968,SMHr,Stamford Hill,Station entry / exit,Scaled,1507.293663,1542.262011,1013.076001,801.4309167,1475.190525,1477.177939,883.1187301,739.4176077,"695,033","2,021"
LO,6934,SKWr,Stoke Newington,Station entry / exit,Manual Count,"2,519","2,423",2043.2,1448.8,"2,395","2,222",1895.4,1437.6,"1,176,525","2,021"
LO,717,SPKu,Stonebridge Park,LO boarding / alighting,Scaled,1036.322341,1012.131616,421.9937242,286.9596474,1026.508024,985.1764814,406.2155044,276.6365041,"440,025","2,021"
LO,719,SFDu,Stratford,LO boarding / alighting,Loadweigh,20080,"20,730",24687,25296.5,19123.5,19038,23061,24594.5,"11,121,978","2,021"
LO,1083,SQEr,Surrey Quays,Station entry / exit,Gateline,6213.834,6702.381818,6030.84,3560.76,5546.52,5840.386364,5361.416667,3233.475,"2,939,844","2,021"
LO,5437,SYDr,Sydenham,LO boarding / alighting,Scaled,"2,701",2674.050682,2623.031644,1679.584343,3274.122872,3250.095962,2477.57617,1931.8443,"1,456,686","2,021"
LO,6949,TEOr,Theobalds Grove,Station entry / exit,Gateline,1059.988235,995.16,630.1028571,608.7272727,963.2205882,884.9166667,567.9,565.3772727,"466,660","2,021"
LO,6952,TURr,Turkey Street,Station entry / exit,Gateline,"1,539","1,493",917,711,"1,425","1,323",781,676,"671,342","2,021"
LO,736,UPMu,Upminster,LO boarding / alighting,Scaled,718,699,488,185,710,680,442,223,"318,551","2,021"
LO,1524,UHLr,Upper Holloway,Station entry / exit,Manual Count,"2,431","2,419",1753.6,1181,"2,540","2,760",1795.6,1157.8,"1,169,992","2,021"
LO,742,WALu,Walthamstow Central,LO boarding / alighting,Scaled,5554.752273,5662.689458,4940.838434,3340.491307,4844.129605,4755.209342,6580.128894,4612.378542,"2,702,322","2,021"
LO,7407,WMWr,Walthamstow Queen's Road,Station entry / exit,Scaled,1755.019761,1746.855418,1397.515736,809.5260233,1672.819605,1682.397842,2457.554964,1402.977311,"877,303","2,021"
LO,5372,WWRr,Wandsworth Road,Station entry / exit,Scaled,988.2757576,678.5630128,874.2439203,552.5056458,978.9360783,673.9382177,833.0149628,563.2179977,"455,293","2,021"
LO,7408,WNPr,Wanstead Park,Station entry / exit,Gateline,"1,915","1,925",1543.59,875.04,"1,849","1,825",1458.84375,878.2666667,"890,743","2,021"
LO,1085,WPEr,Wapping,Station entry / exit,Gateline,"2,670","2,912","2,963","1,805","2,521","2,623","2,666","1,739","1,340,834","2,021"
LO,1455,WFHr,Watford High Street,Station entry / exit,Gateline,"1,926","2,026",2223.936,1212.72,"1,784","1,971","2,245",1179.383333,"971,404","2,021"
LO,1402,WFJr,Watford Junction,LO boarding / alighting,Scaled,2006.184408,2144.060637,2709.073852,2239.090688,2044.419033,2028.130753,2546.849643,2171.356948,"1,135,592","2,021"
LO,751,WEMu,Wembley Central,LO boarding / alighting,Scaled,"1,929","1,624",2346.398297,1375.95157,"2,045","1,772",2011.904569,1133.186836,"988,833","2,021"
LO,755,WBTu,West Brompton,LO boarding / alighting,Scaled,"4,118","3,987",3847.06228,2803.629779,4198.30151,"4,175",4123.089781,2722.674508,"2,076,216","2,021"
LO,5411,WCYr,West Croydon NR,LO boarding / alighting,Loadweigh,"4,328","4,241",5727.5,4099,4066,4003.5,5194.5,3845,"2,293,962","2,021"
LO,1421,WHDr,West Hampstead LO,Station entry / exit,Gateline,6484.035789,6609.6,5505.84,3512.7,6437.107895,6450.78,5268.316667,3436.9125,"3,117,437","2,021"
LO,6956,WHLr,White Hart Lane,Station entry / exit,Gateline,"2,605",2721,"1,725",1098,"2,417","2,495",1528.14375,1065.575,"1,161,269","2,021"
LO,763,WCLu,Whitechapel,LO boarding / alighting,Scaled,"15,504","14,294","12,860",11770.94082,"15,153","13,862",13062.59747,11938.89575,"7,576,025","2,021"
LO,766,WJNu,Willesden Junction,LO boarding / alighting,Scaled,"13,108","11,843","8,556","3,795","14,327","12,502","9,497",4768.152477,"6,074,653","2,021"
LO,6954,WSTr,Wood Street,Station entry / exit,Scaled,"2,802","2,543","2,017","1,439","2,542","2,225","1,771","1,491","1,242,080","2,021"
LO,7467,WGRr,Woodgrange Park,Station entry / exit,Gateline,"1,392","1,382",1097.712,696.4457143,"1,289","1,246",948.36,621.6,"631,946","2,021"
DLR,750,ABRd,Abbey Road,Station entry / exit,APC,"1,658","1,665","1,326","1,012","1,625","1,625","1,332","1,039","796,342","2,021"
DLR,850,ALSd,All Saints,Station entry / exit,APC,"2,323","2,418","2,007","1,434","2,301","2,348","1,916","1,413","1,131,935","2,021"
DLR,513,BNKu,Bank and Monument,DLR boarding / alighting,Manual Count,"24,937","21,964",17643.4,13153.8,"29,125","25,589",21435.2,14978.6,"12,475,324","2,021"
DLR,895,BECd,Beckton,Station entry / exit,APC,"2,893","2,808",2077.7,1508.833333,2987,2880.55,2139.6,1508.25,"1,373,476","2,021"
DLR,891,BEPd,Beckton Park,Station entry / exit,Manual Count,623,601,460.2,311.6,610,574,420.2,331.8,"287,548","2,021"
DLR,882,BLAd,Blackwall,Station entry / exit,APC,"2,150","2,188",1699.5625,1199.428571,"2,475","2,366",1815.375,1360.714286,"1,097,865","2,021"
DLR,851,BOCd,Bow Church,Station entry / exit,Manual Count,"3,402","3,410","3,389","1,913","3,273","3,300","3,375","1,851","1,655,934","2,021"
DLR,842,CAWd,Canary Wharf DLR,Station entry / exit,APC,"13,542","12,244","10,457",7488.277778,"14,682","13,633","11,411","7,918","6,634,865","2,021"
DLR,884,CNTu,Canning Town,DLR boarding / alighting,APC,28205.14279,27142.61326,26795.36263,19505.57309,26477.68636,25941.79819,25306.84542,18017.64627,"13,622,168","2,021"
DLR,854,CROd,Crossharbour,Station entry / exit,APC,"4,640","4,809",4118.85,2892.3125,"4,582","4,591",3860.05,2831,"2,260,969","2,021"
DLR,887,CUHd,Custom House,Station entry / exit,APC,"4,675","3,311","3,710","2,146","4,650","3,013","3,442","1,881","2,065,445","2,021"
DLR,879,CUSd,Cutty Sark,Station entry / exit,APC,"7,442","7,580","8,197","6,026","7,774","7,650","7,783","5,930","3,920,658","2,021"
DLR,893,CYPd,Cyprus,Station entry / exit,APC,"2,856","1,963",930,732,"2,898","1,876",914,781,"1,138,664","2,021"
DLR,897,DEBd,Deptford Bridge,Station entry / exit,Manual Count,"3,485","3,695","3,503","2,439","3,468","3,658","3,453","2,313","1,766,459","2,021"
DLR,867,DERd,Devons Road,Station entry / exit,APC,"3,026","3,079",2514.4,1864,"2,947","2,855",2371.1,1832.3125,"1,447,472","2,021"
DLR,883,EAId,East India,Station entry / exit,APC,"5,373","5,204","3,652","2,630","4,787","4,526","3,079","2,177","2,333,112","2,021"
DLR,898,ELRd,Elverson Road,Station entry / exit,APC,"1,905","1,960",1636.625,1216.45,"1,709","1,683",1398.1875,1127.5,"884,912","2,021"
DLR,894,GARd,Gallions Reach,Station entry / exit,APC,"2,185","2,132","1,938","1,393","2,322","2,162",1941.55,1474.8,"1,095,624","2,021"
DLR,928,GREd,Greenwich,DLR boarding / alighting,APC,"5,140","5,489","5,281","3,748","5,363","5,736","5,911","4,127","2,725,047","2,021"
DLR,855,HEQd,Heron Quays,Station entry / exit,APC,"7,886","7,202","6,473","4,973","8,157","7,649","6,872",5023.875,"3,857,998","2,021"
DLR,856,ISGd,Island Gardens,Station entry / exit,APC,"3,162","3,290",2989.3125,2097.666667,"2,941","2,901",2577.4375,1912.722222,"1,514,372","2,021"
DLR,523,KGVd,King George V,Station entry / exit,APC,"2,635","2,644",1866.0625,1324.375,"2,672","2,614",1805.875,1359.0625,"1,237,801","2,021"
DLR,853,LAPd,Langdon Park,Station entry / exit,APC,"5,998","6,023","5,006","3,856","5,337","5,395","4,444","3,395","2,768,650","2,021"
DLR,940,LEWd,Lewisham DLR,Station entry / exit,APC,"9,662","9,682","8,037","5,691","9,851","9,680","7,877","5,718","4,701,185","2,021"
DLR,862,LIMd,Limehouse DLR,Station entry / exit,APC,"8,284","8,531","6,192",4239.1875,"11,989","12,314","8,670",6287.5,"4,798,610","2,021"
DLR,533,LCAd,London City Airport,Station entry / exit,APC,"3,629","3,767","1,490",2236.611111,"3,311","3,792","1,329",2113.944444,"1,601,328","2,021"
DLR,857,MUDd,Mudchute,Station entry / exit,APC,"2,336","2,446","2,208","1,590","2,219","2,225","2,013","1,611","1,142,393","2,021"
DLR,538,PDKd,Pontoon Dock,Station entry / exit,APC,"3,430","3,674","3,680","2,644","3,504","3,620","3,605","2,643","1,794,022","2,021"
DLR,858,POPd,Poplar,Station entry / exit,APC,"1,707","1,578","1,051",956,"1,883","1,798","1,122","1,042","825,604","2,021"
DLR,888,PRRd,Prince Regent,Station entry / exit,APC,"2,840","2,513",2349.722222,1730.05,"3,009","2,658",2375.222222,1627.05,"1,381,287","2,021"
DLR,859,PMLd,Pudding Mill Lane,Station entry / exit,APC,"1,311","1,319",966.1,696.8571429,"1,298","1,262",934,704.0714286,"614,843","2,021"
DLR,890,ROAd,Royal Albert,Station entry / exit,APC,"1,541","1,411","1,315",1222.9,"1,694","1,676","1,483",1131.3,"798,208","2,021"
DLR,886,ROVd,Royal Victoria,Station entry / exit,APC,"4,463","4,908",5850.5,4019.5625,"3,746","4,441",5129.928571,3486.75,"2,286,632","2,021"
DLR,860,SHAd,Shadwell DLR,Station entry / exit,APC,"9,971","10,200",7812,5134.833333,"9,592","9,838",7621.722222,4992.222222,"4,667,783","2,021"
DLR,861,SOQd,South Quay,Station entry / exit,APC,5428.605263,5395.875,3674.6,2625.625,5425.815789,5198.1875,3471.55,2480.375,"2,497,386","2,021"
DLR,889,STLd,Star Lane,Station entry / exit,APC,2042.111111,2000.7,1253.055556,1066.722222,2158.722222,2169.15,1322.055556,1138.833333,"970,623","2,021"
DLR,719,SFDu,Stratford,DLR boarding / alighting,APC,"20,654","21,735","21,501","14,128","18,554","19,540","18,697","12,293","9,977,028","2,021"
DLR,749,SHSd,Stratford High Street,Station entry / exit,APC,"1,854","1,851","1,381","1,042","1,890","1,859","1,380","1,085","888,438","2,021"
DLR,504,STId,Stratford International DLR,Station entry / exit,APC,"5,609","5,856","5,079",3661.714286,"4,810","5,257","4,600",3487.5,"2,623,668","2,021"
DLR,864,TOGd,Tower Gateway,Station entry / exit,APC,"4,508","4,332",4240.75,2822.1875,"5,203","5,131",4947.8125,3391.8125,"2,401,001","2,021"
DLR,757,WHMu,West Ham,DLR boarding / alighting,APC,"4,523","4,638","3,326","2,497","3,863","3,948","3,075","2,188","2,005,602","2,021"
DLR,866,WIQd,West India Quay,Station entry / exit,APC,"2,308","3,184",3156.888889,2188.388889,"2,244","3,134",3196.722222,2216.833333,"1,329,826","2,021"
DLR,559,WSId,West Silvertown,Station entry / exit,APC,"3,127","3,022","2,564","1,818","3,123","3,053","2,623","1,873","1,505,609","2,021"
DLR,865,WESd,Westferry,Station entry / exit,APC,"6,290","6,430","5,284",3644.071429,"6,275","6,318","5,175",3797.142857,"3,049,242","2,021"
DLR,573,WOAd,Woolwich Arsenal,Station entry / exit,APC,"17,771","18,470","14,940",10139.57143,"17,334","17,119","13,856",10366.07143,"8,491,604","2,021"
EZL,3000,AMLr,Acton Main Line,Station entry / exit,Scaled,758.7446897,787.531713,611.3420715,335.0375808,651.1813615,655.6779947,532.490046,311.3413087,"316,257","2,021"
EZL,6872,BREr,Brentwood,Station entry / exit,Gateline,"3,454","3,254",2101.778182,1145.556,"3,173","2,953",1952.809091,1103.76,"1,390,728","2,021"
EZL,3176,BNMr,Burnham,Station entry / exit,Manual Count,"2,111","2,054","1,322",896,"2,045","2,074","1,186",933,"894,325","2,021"
EZL,6874,CTHr,Chadwell Heath,Station entry / exit,Gateline,"5,642","5,577","3,947","2,530","5,378","5,124","3,543","2,432","2,396,450","2,021"
EZL,560,EBYu,Ealing Broadway,TfL Rail boarding / alighting,Scaled,2791.217896,2809.324826,2434.824563,1650.263685,3221.362146,3077.096187,2616.356147,1868.534514,"1,372,461","2,021"
EZL,6876,FOGr,Forest Gate,Station entry / exit,Gateline,"5,708","5,858",4368.010909,2954.4,"5,730","5,532",4067.222727,2973.016667,"2,548,489","2,021"
EZL,6877,GDPr,Gidea Park,Station entry / exit,Gateline,3836.76,3508.38,2419.2,1322.19,3487.575,3074.79375,2060.625,1348.725,"1,533,725","2,021"
EZL,6878,GMYr,Goodmayes,Station entry / exit,Gateline,"5,049","4,920","3,400",2213.784,"4,884","4,664","3,122",2134.65,"2,145,176","2,021"
EZL,3191,HANr,Hanwell,Station entry / exit,Manual Count,"1,462","1,369",1050.6,500.2537307,"1,202","1,183",860.6,553.2808025,"576,380","2,021"
EZL,6879,HROr,Harold Wood,Station entry / exit,Gateline,"4,313","4,145","2,613","1,452","4,116","3,844","2,312","1,305","1,760,138","2,021"
EZL,3186,HAYr,Hayes & Harlington,TfL Rail boarding / alighting,Scaled,"3,891","3,875",3089.586881,2041.093466,"3,406","3,038",2451.017548,1773.883203,"1,620,176","2,021"
EZL,7091,HAFr,Heathrow Terminal 4 EL,,,0,0,0,0,0,0,0,0,0,"2,021"
EZL,9846,HWVr,Heathrow Terminal 5 EL,TfL Rail boarding / alighting,Loadweigh,235.5,285.5,1363.5,1503.015106,128.5,135.5,1364.5,1212.770373,"260,928","2,021"
EZL,7090,HXXr,Heathrow Terminals 2 & 3 EL,TfL Rail boarding / alighting,Scaled,"1,507","1,607",1430.857537,1649.839435,"1,343","1,520",1302.449306,1377.631442,"723,162","2,021"
EZL,6881,IFDr,Ilford,Station entry / exit,Gateline,"8,956","8,789",7381.44,4999.8,"9,271","8,952",7199.033333,4982.133333,"4,106,402","2,021"
EZL,3170,IVRr,Iver,Station entry / exit,Manual Count,435.6,441.2,262.6,180.8,404.6,422.8,265,176.4,182116.9133,"2,021"
EZL,3171,LNYr,Langley,Station entry / exit,Manual Count,1355.4,1293.6,923.8,649.6,1232.6,1254.6,839.2,551.4,"565,434","2,021"
EZL,6965,LSTr,Liverpool Street NR,TfL Rail boarding / alighting,Loadweigh,21996.5,20064.5,12672,6516.482185,26683,25598,18686,9362.063864,"10,251,278","2,021"
EZL,3147,MAIr,Maidenhead,TfL Rail boarding / alighting,Manual Count,"4,352","3,517","3,378","2,538","4,603","3,954","3,280","2,636","1,964,707","2,021"
EZL,6883,MNPr,Manor Park,Station entry / exit,Gateline,4035.555,4083.774545,3105.84,2099.04,3964.209375,3800.809091,2834.416667,2055.433333,"1,781,334","2,021"
EZL,6970,MYLr,Maryland,Station entry / exit,Gateline,3092.357647,3210.72,2316.796364,1497.096,2862.423529,2766.05,1878.640909,1449.525,"1,316,546","2,021"
EZL,3087,PADr,Paddington NR,TfL Rail boarding / alighting,Loadweigh,"17,232","14,600","19,075","13,326","17,576","17,666","21,488","13,468","8,513,238","2,021"
EZL,3149,RDGr,Reading,TfL Rail boarding / alighting,Loadweigh,3069,2990,2174.5,1529.654474,3714,3887.5,3396.5,2212.072731,"1,544,095","2,021"
EZL,6886,RMFr,Romford,TfL Rail boarding / alighting,Scaled,"11,539","11,760","9,278",5827.574572,"13,002","13,069","10,080",6309.797705,"5,506,235","2,021"
EZL,6893,SVKr,Seven Kings,TfL Rail boarding / alighting,Scaled,"4,883","4,792",3456.433071,2288.717403,"4,493","4,236",3014.045894,2136.446367,"2,046,889","2,021"
EZL,6888,SNFr,Shenfield,TfL Rail boarding / alighting,Loadweigh,"2,924","2,951","2,018","1,065","3,933","3,967","2,757","1,726","1,493,660","2,021"
EZL,3172,SLOr,Slough,TfL Rail boarding / alighting,Manual Count,"4,555","5,190",3429.6,3552.6,"4,425","5,402","3,395",4020.4,"2,170,889","2,021"
EZL,3187,STLr,Southall,Station entry / exit,Gateline,"5,246","5,109","4,170","2,808","5,067","4,765","3,711","2,550","2,294,079","2,021"
EZL,719,SFDu,Stratford,TfL Rail boarding / alighting,Scaled,"26,355","27,528","30,133",19925.60918,"27,359","29,448","30,003",19396.61349,"13,233,567","2,021"
EZL,3151,TAPr,Taplow,Station entry / exit,Manual Count,600,563,557.4,318.8,553,542,545,348.6,"266,945","2,021"
EZL,3155,TWYr,Twyford,TfL Rail boarding / alighting,Manual Count,1800.8,1911.8,1645.6,983,1798.4,1903.6,1640,1023,"837,725","2,021"
EZL,3174,WDTr,West Drayton,Station entry / exit,Gateline,"3,272","3,247",2652.21,1519.02,"2,876","2,708",2095.275,1389.675,"1,361,605","2,021"
EZL,3188,WEAr,West Ealing,TfL Rail boarding / alighting,Scaled,"2,052","2,059","1,710",805,"2,113","1,952","1,437",865,"908,453","2,021"
TRM,9441,ADVt,Addington Village,Trams boarding / alighting,APC,1245,1245,892,503,1133.5,1133.5,807,488.5,"593,587","2,021"
TRM,9440,ADSt,Addiscombe,Trams boarding / alighting,APC,1918.5,1918.5,1710.5,1049,1551.5,1551.5,1338,897,"909,511","2,021"
TRM,9442,AMPt,Ampere Way,Trams boarding / alighting,APC,"1,649","1,649",2298.5,1508.5,"1,801","1,801",2541,1595.5,"1,025,273","2,021"
TRM,9443,ARNt,Arena,Trams boarding / alighting,APC,1489.5,1489.5,1326,760,1226.5,1226.5,1096,710,"711,181","2,021"
TRM,9444,AVRt,Avenue Road,Trams boarding / alighting,APC,177.5,177.5,161.5,100.5,102.5,102.5,119,66,75180.34001,"2,021"
TRM,9445,BCJt,Beckenham Junction Trams,Trams boarding / alighting,APC,1431.5,1431.5,1318,908,2089.5,2089.5,2126.5,1415,951354.8981,"2,021"
TRM,9446,BCRt,Beckenham Road,Trams boarding / alighting,APC,461.5,461.5,383,211,448,448,383,249.5,235025.0586,"2,021"
TRM,9449,BDLt,Beddington Lane,Trams boarding / alighting,APC,373.5,373.5,263.5,123,413,413,252,151,192204.421,"2,021"
TRM,9450,BGWt,Belgrave Walk,Trams boarding / alighting,APC,785.5,785.5,522.5,358,836.5,836.5,545,356,402623.8945,"2,021"
TRM,9454,BKBt,Birkbeck Trams,Trams boarding / alighting,APC,372,372,353,205,288,288,276.5,153,174518.5207,"2,021"
TRM,9459,BHLt,Blackhorse Lane,Trams boarding / alighting,APC,1175,1175,957,671,939.5,939.5,753,556.5,549911.4204,"2,021"
TRM,9488,TWRt,Centrale,Trams boarding / alighting,APC,1001.5,1001.5,870,568,1469.5,1469.5,1659,949.5,667607.1179,"2,021"
TRM,9460,CSTt,Church Street,Trams boarding / alighting,APC,3014,3014,2832.5,1799.5,1839,1839,1656.5,1070,1287203.834,"2,021"
TRM,9464,COOt,Coombe Lane,Trams boarding / alighting,APC,278,278,183.5,94.5,261.5,261.5,166.5,119,132735.8358,"2,021"
TRM,9468,DDRt,Dundonald Road,Trams boarding / alighting,APC,515.5,515.5,291,215.5,601.5,601.5,417,278,276237.8871,"2,021"
TRM,9470,ECRt,East Croydon Trams,Trams boarding / alighting,APC,9660,9660,8643.5,5831,9163.5,9163.5,7957,4979.5,4946699.486,"2,021"
TRM,9471,ELMt,Elmers End Trams,Trams boarding / alighting,APC,1077,1077,1010.5,635.5,1026,1026,957.5,667.5,561145.7322,"2,021"
TRM,9472,FLWt,Fieldway,Trams boarding / alighting,APC,1024,1024,812,538.5,988,988,739.5,547,516819.0455,"2,021"
TRM,9473,GSTt,George Street,Trams boarding / alighting,APC,2192,2192,2064,1279,3305,3305,3407,1861.5,1469272.952,"2,021"
TRM,9474,GVHt,Gravel Hill,Trams boarding / alighting,APC,616.5,616.5,321.5,181.5,635.5,635.5,285.5,178,294147.6595,"2,021"
TRM,9475,HRDt,Harrington Road,Trams boarding / alighting,APC,467,467,456,271.5,306.5,306.5,284,196.5,206593.2949,"2,021"
TRM,9476,KHDt,King Henry's Drive,Trams boarding / alighting,APC,534,534,433,289.5,755,755,618,431.5,334464.9994,"2,021"
TRM,9477,LEBt,Lebanon Road,Trams boarding / alighting,APC,1221,1221,1164.5,731.5,1183,1183,1071.5,729,639724.8586,"2,021"
TRM,9478,LPKt,Lloyd Park,Trams boarding / alighting,APC,829.5,829.5,678.5,473.5,780,780,666,471,420737.1871,"2,021"
TRM,9479,MPKt,Merton Park,Trams boarding / alighting,APC,715,715,503.5,302.5,638,638,410,268,335767.5283,"2,021"
TRM,9480,MTMt,Mitcham,Trams boarding / alighting,APC,1498.5,1498.5,1210.5,797.5,1772.5,1772.5,1320.5,891,837465.0274,"2,021"
TRM,9481,MTJt,Mitcham Junction Trams,Trams boarding / alighting,APC,1495,1495,1183,740,1677,1677,1285.5,802,808809.3915,"2,021"
TRM,9482,MRDt,Morden Road,Trams boarding / alighting,APC,1072,1072,737,464,1061.5,1061.5,703.5,440,529640.8144,"2,021"
TRM,9484,NADt,New Addington,Trams boarding / alighting,APC,1673,1673,1229,885.5,1879.5,1879.5,1469.5,1027,910691.574,"2,021"
TRM,9485,PHLt,Phipps Bridge,Trams boarding / alighting,APC,992.5,992.5,797.5,607.5,1089,1089,815,613.5,538962.0369,"2,021"
TRM,9486,RVCt,Reeves Corner,Trams boarding / alighting,APC,171,171,189,124,980,980,1046.5,602,314092.6333,"2,021"
TRM,9487,SANt,Sandilands,Trams boarding / alighting,APC,2574.5,2574.5,2081,1245.5,2392,2392,1795.5,1204.5,1268296.813,"2,021"
TRM,9491,TPLt,Therapia Lane,Trams boarding / alighting,APC,1816.5,1816.5,1340,868,1989,1989,1448.5,929,961144.2169,"2,021"
TRM,9497,WDMt,Waddon Marsh,Trams boarding / alighting,APC,1248.5,1248.5,1351,882,1403.5,1403.5,1424.5,940.5,726892.5349,"2,021"
TRM,9498,WPKt,Wandle Park,Trams boarding / alighting,APC,1422,1422,1453.5,931.5,1538,1538,1509,1064.5,804250.5404,"2,021"
TRM,9499,WLRt,Wellesley Road,Trams boarding / alighting,APC,1150,1150,1029,665,332.5,332.5,266.5,184,389008.3971,"2,021"
TRM,8776,WCRt,West Croydon Trams,Trams boarding / alighting,APC,2613.5,2613.5,2419.5,1695,3104,3104,2674.5,1829,1514413.72,"2,021"
TRM,8777,WMBt,Wimbledon Trams,Trams boarding / alighting,APC,3862,3862,3154.5,1905,3259,3259,2956,1679.5,1843892.476,"2,021"
TRM,8779,WDSt,Woodside,Trams boarding / alighting,APC,1087.5,1087.5,805,540.5,881,881,645.5,471,500842.7145,"2,021"
LU,500,ACTu,Acton Town,Station entry/exit,Gateline,15498.88889,7973.444444,7211,4661.5,15613.44444,7995.777778,8128.8,4991,4931971.567,"2,022"
LU,502,ALDu,Aldgate,Station entry/exit,Gateline,22411.11111,9332.375,6280,5242.142857,25339.3,11336.33333,7702.6,5723.857143,6902494.473,"2,022"
