Mode,NLC,ASC,Station,Coverage,Source,Weekday (Mon-Thu) Entries,Friday Entries,Saturday Entries,Sunday Entries,Weekday (Mon-Thu) Exits,Friday Exits,Saturday Exits,Sunday Exits,Annualised En/Ex,year
LU,665,OLDu,Old Street,Station entry/exit,Gateline,51364.12068,24931.68285,21507.47959,13342.28159,51495.37932,26612.46001,24144.52041,12967.71841,16178065.47,"2,022"
LU,667,OSTu,Osterley,Station entry/exit,Gateline,5644.375,2592.625,2573,1639.857143,5532.625,2546.625,2475,1670.666667,1737363.848,"2,022"
LU,668,OVLu,Oval,Station entry/exit,Gateline,17134.96667,8742,7904,5167.166667,16433.67778,8334.571429,7588.8,5150.333333,5361112.63,"2,022"
LU,669,OXCu,Oxford Circus,Station entry/exit,Gateline,154604.5417,81555.85714,80279,49391,175926.5,91864.42857,94932.5,55529.33333,54022845.75,"2,022"
LU,670,PADu,Paddington TfL,Station entry/exit,Gateline,144681.8667,76713.55556,71372.4,52272,142930.1778,78751.88889,70190.4,49761.85714,46649966.17,"2,022"
LU,671,PRYu,Park Royal,Station entry/exit,Gateline,5223.222222,2739.875,2257,1563.8,5419.888889,2909.5,2357.333333,1591.25,1653036.178,"2,022"
LU,672,PGRu,Parsons Green,Station entry/exit,Gateline,16971.52222,8423.5,6464,3994.5,16622.26667,8018.75,6061.6,3950.125,5028967.552,"2,022"
LU,673,PERu,Perivale,Station entry/exit,Gateline,5706.411111,2830.888889,2271.2,1362,5576.666667,2757.666667,2142.8,1352.4,1686108.502,"2,022"
LU,674,PICu,Piccadilly Circus,Station entry/exit,Gateline,78040.38628,45542.12864,55131.51455,33468.17515,73600.18515,45406.24636,57890.08545,31679.34083,27682696.93,"2,022"
LU,776,PIMu,Pimlico,Station entry/exit,Gateline,22848,11120.25,9192.4,6590.714286,22434.75,10485.625,8769.6,6384.571429,6928010.714,"2,022"
LU,675,PINu,Pinner,Station entry/exit,Scaled,7191.409639,3387.603115,2966.255479,1833.852352,7172.133326,3106.500203,2931.412267,1814.167719,2106745.499,"2,022"
LU,676,PLWu,Plaistow,Station entry/exit,Gateline,13757.68571,7118.333333,5183.5,3714.666667,13064.85556,6623.333333,4710,3708.166667,4014434.469,"2,022"
LU,677,PRDu,Preston Road,Station entry/exit,Gateline,7712.377778,3815.625,2985.2,2000.333333,7647.5,3749.333333,2866,2092.333333,2297341.181,"2,022"
LU,678,PUTu,Putney Bridge,Station entry/exit,Gateline,14517.82857,7158.777778,7661.06838,4270.428571,15627.16667,7500.444444,7906.13162,4436,4810117.198,"2,022"
LU,680,QPKu,Queen's Park,Station entry/exit,Gateline,13787.84444,6960,5798.8,3915.25,13088.13333,6312.777778,5422,3985.571429,4148784.075,"2,022"
LU,679,QBYu,Queensbury,Station entry/exit,Gateline,10404.4,5237.25,3928.8,2532.285714,10317.32857,5205.5,3826.8,2434.285714,3065100.288,"2,022"
LU,681,QWYu,Queensway,Station entry/exit,Gateline,18522.875,10324.55556,10985.4,8027.75,19955,11043.66667,11429.8,8079,6518486.092,"2,022"
LU,682,RCPu,Ravenscourt Park,Station entry/exit,Gateline,8687.7,4579.714286,3100.2,2153.25,8546.057143,4403.571429,2928.4,2135.625,2583723.025,"2,022"
LU,683,RAYu,Rayners Lane,Station entry/exit,Gateline,10229.81341,5108.904496,4034.361917,2625.171151,10004.61159,5001.539949,3875.238083,2676.578849,3039620.37,"2,022"
LU,684,REDu,Redbridge,Station entry/exit,Gateline,6946.644444,3544.375,2968.833333,2015.571429,6377.597222,3242.888889,2742.4,1883.428571,2042273.358,"2,022"
LU,685,RPKu,Regent's Park,Station entry/exit,Gateline,6656.875,3195.125,2474.25,1507.714286,7756,3851.375,2927.75,1722.285714,2147299.67,"2,022"
LU,686,RMDu,Richmond,Boarding/alighting,Scaled,10918.03685,6806.559779,4847.411529,4862.600469,12407.73214,6261.871917,4462.174749,5556.59358,3738887.04,"2,022"
LU,687,RKYu,Rickmansworth,Station entry/exit,Gateline,6183.257143,3092.857143,1985.6,1129.25,5998.042857,3026.714286,1924.2,1118,1766011.732,"2,022"
LU,688,RODu,Roding Valley,Station entry/exit,Scaled,730.5473948,313.5704804,214.9805427,176.325,1204.430031,438.7158234,321.295,174.4850649,259270.9191,"2,022"
LU,690,ROYu,Royal Oak,Station entry/exit,Gateline,6560.744444,3337.75,2840.8,1952.666667,6117.333333,3087.125,2596.2,1896,1977094.624,"2,022"
LU,691,RUIu,Ruislip,Station entry/exit,Gateline,4453.633333,2220.375,1913.6,1048.571429,4587.166667,2314.125,1852,1092.571429,1367227.928,"2,022"
LU,692,RUGu,Ruislip Gardens,Station entry/exit,Gateline,2654.3,1297.625,1092.2,595.75,2391.444444,1128,984.4,614.7142857,766348.2304,"2,022"
LU,693,RUMu,Ruislip Manor,Station entry/exit,Gateline,4519.683889,2277.25,1781.4,946.6666667,4605.525838,2286.375,1648,971.1666667,1353734.462,"2,022"
LU,694,RSQu,Russell Square,Station entry/exit,Gateline,27575.80357,14704.14286,11430.4,8879.285714,28132.375,15363.85714,11445.8,7921.714286,8588433.278,"2,022"
LU,698,SVSu,Seven Sisters,Station entry/exit,Gateline,53714.14149,19789.94218,16993.75,13594.83333,54529.45851,19562.62925,16697.66667,13551.16667,16720075.92,"2,022"
LU,700,SBCu,Shepherd's Bush LU,Station entry/exit,Gateline,40198.62222,21953.14286,23399.2,14904.16667,38193.22222,20794.71429,21785.4,13816,13130674.93,"2,022"
LU,775,SBMu,Shepherd's Bush Market,Station entry/exit,Gateline,9104.111111,5200.285714,4528.25,3048,8793.111111,4822.857143,4069.75,2984.875,2891896.769,"2,022"
LU,702,SSQu,Sloane Square,Station entry/exit,Gateline,40259.85714,20136.25,18607,11767,40453.74286,20125.875,19604.8,11805,12769298.98,"2,022"
LU,703,SNBu,Snaresbrook,Station entry/exit,Gateline,5661.610242,2782.888889,2262.4,1374.285714,5379.778647,2616.666667,2172.2,1463.285714,1668765.936,"2,022"
LU,704,SELu,South Ealing,Station entry/exit,Gateline,8208.2,4257.666667,3421.8,2212,8141,4221.666667,3446.4,2364.5,2505100.005,"2,022"
LU,707,SHRu,South Harrow,Station entry/exit,Gateline,5494.4,2846.222222,2206.333333,1434.5,5677.555556,2900.666667,2208,1483,1674309.946,"2,022"
LU,708,SKNu,South Kensington,Station entry/exit,Gateline,73082.225,39399.57143,37787.4,28850.57143,75339.775,40635.71429,39683.8,29701,24332469.42,"2,022"
LU,709,SKTu,South Kenton,Station entry/exit,Scaled,3155.508526,1574.214824,1296.686441,815.3577405,3682.105841,2086.841339,1183.674303,881.5561573,1012435.928,"2,022"
LU,710,SRPu,South Ruislip,Station entry/exit,Gateline,4688.989226,2378.638073,1946.667337,1167.059298,4529.43723,2291.250816,1903.732663,1172.815702,1410940.303,"2,022"
LU,711,SWMu,South Wimbledon,Station entry/exit,Gateline,10499.9,5290.111111,4952.4,3085.714286,10212.71111,5326.333333,5148.4,3173.142857,3302306.294,"2,022"
LU,712,SWFu,South Woodford,Station entry/exit,Gateline,12112.20919,6138.124228,5296.360021,3067.44134,12525.53525,6350.542439,5315.239979,3264.770446,3790939.233,"2,022"
LU,705,SFSu,Southfields,Station entry/exit,Gateline,14979.53333,7360.875,6097.4,4024.666667,14278.92222,6649.875,5502,4054.142857,4446602.671,"2,022"
LU,706,SGTu,Southgate,Station entry/exit,Gateline,11760.97143,6077.333333,5330.6,3633.428571,12476.06667,6474.555556,5576.8,3806.285714,3779589.138,"2,022"
LU,784,SWKu,Southwark,Station entry/exit,Gateline,29461.85714,13348.28571,10301.5,7150.666667,30320.30357,14175.25,10764,6917.833333,8916716.12,"2,022"
LU,695,SJPu,St. James's Park,Station entry/exit,Gateline,29794.78889,12608,8613,6010.285714,30232.57778,12807.55556,8601,6376.714286,8542647.615,"2,022"
LU,696,SJWu,St. John's Wood,Station entry/exit,Gateline,18462.6,9506.444444,7060.5,4845.166667,18910.9,9733.888889,7260.75,5083.5,5629160.654,"2,022"
LU,697,STPu,St. Paul's,Station entry/exit,Gateline,30699.81944,13957,11180.2,6980.666667,31504.33333,13969.88889,10291.8,6432.857143,9130661.308,"2,022"
LU,713,STBu,Stamford Brook,Station entry/exit,Gateline,7000.842857,3532.888889,2855.6,1879,6809.966667,3280.888889,2539,1853.375,2114025.043,"2,022"
LU,714,STAu,Stanmore,Station entry/exit,Gateline,9233.55,4694.714286,4116,2717.857143,9321.225,4719.142857,4216.25,2948.571429,2898970.651,"2,022"
LU,715,STGu,Stepney Green,Station entry/exit,Gateline,16127.65556,8447.25,5515.75,3835.333333,16019.21111,8016.875,5126.5,3834.333333,4691603.311,"2,022"
LU,716,STKu,Stockwell,Station entry/exit,Gateline,23706,12818.125,12777.6,7923.285714,21315.22222,11692.625,11875.8,7460.142857,7461301.422,"2,022"
LU,717,SPKu,Stonebridge Park,Station entry/exit,Gateline,7782.666667,3825.555556,2563.6,1635.333333,7530,3598.333333,2339.8,1679.714286,2204940.268,"2,022"
LU,719,SFDu,Stratford,Station entry/exit,Gateline,144392.9396,64650.05882,78193.96404,73423.42789,146514.3331,66310.94118,80750.36929,73351.57211,47881009.06,"2,022"
LU,720,SHLu,Sudbury Hill,Station entry/exit,Gateline,5125.777778,2546.25,1975,1235.5,5130.083333,2493.75,1861.666667,1255,1507932.999,"2,022"
LU,721,STNu,Sudbury Town,Station entry/exit,Gateline,4850.588889,2480.375,1851.75,1295.75,4470.936508,2218.5,1660,1229.4,1389322.115,"2,022"
LU,723,SWCu,Swiss Cottage,Station entry/exit,Gateline,16345.31429,8225.111111,6795.2,4447.857143,16144.75714,7992.888889,6562.6,4386,4937419.365,"2,022"
LU,724,TEMu,Temple,Station entry/exit,Gateline,22325.87784,10147.57143,4566.875749,2886,24535.87216,11664.71429,5018.624251,2951,6371668.982,"2,022"
LU,725,THBu,Theydon Bois,Station entry/exit,Gateline,2219.650794,1087.625,1018.6,596.4,2140.47619,1060.777778,984.2,603.6666667,679199.0484,"2,022"
LU,726,TBEu,Tooting Bec,Station entry/exit,Gateline,18823.82222,9546.285714,9419.4,5710.666667,18099.84444,8893.142857,8975,5985.166667,5943409.927,"2,022"
LU,727,TBYu,Tooting Broadway,Station entry/exit,Gateline,36254.28889,19525.55556,18006.4,10894.66667,36286.75556,19163.66667,17618.8,11055.66667,11623862.68,"2,022"
LU,728,TCRu,Tottenham Court Road,Station entry/exit,Gateline,148148.25,78365.625,74695.5,51536.25,144850.05,79128.875,73792.25,49915,48952679.35,"2,022"
LU,729,TTHu,Tottenham Hale LU,Station entry/exit,Gateline,39496.55556,20365.375,19038.66667,14660.75,39101.66667,19853.875,17354.4,13973.125,12492328.87,"2,022"
LU,730,TOTu,Totteridge & Whetstone,Station entry/exit,Gateline,5906.25,2887.555556,2600.6,1508.2,5835.25,2914.5,2460.8,1532.333333,1809399.856,"2,022"
LU,731,THLu,Tower Hill,Station entry/exit,Gateline,44636.2,22978.71429,26282.8,18498.5,46111.28889,24861.71429,28875.8,18945.875,15398014.05,"2,022"
LU,733,TPKu,Tufnell Park,Station entry/exit,Gateline,9309.333333,5045.222222,5185.5,3130.5,8734.097222,4552.555556,4552.25,3041.25,2968536.998,"2,022"
LU,734,TGRu,Turnham Green,Station entry/exit,Gateline,14513.11111,7475.5,6685.4,4527.833333,14775.23333,7732.125,6955.6,4647.333333,4683256.109,"2,022"
LU,735,TPLu,Turnpike Lane,Station entry/exit,Gateline,24552.08889,12929.66667,12037.4,8330.125,24821.05,12832.66667,11543,8262.428571,7890066.431,"2,022"
LU,736,UPMu,Upminster,Station entry/exit,Gateline,12402.96437,5755.799847,4557.607623,3575.024932,12588.95016,5874.225901,4484.543997,3786.04249,3768771.46,"2,022"
LU,737,UPBu,Upminster Bridge,Station entry/exit,Gateline,2786.814286,1260.75,641.6666667,311.5,2754.2,1239,645.3333333,351.4,739660.1677,"2,022"
LU,738,UPYu,Upney,Station entry/exit,Gateline,7034.1,3414.5,2323.333333,1641.4,6411.157143,3116,2085.333333,1438.75,1943045.872,"2,022"
LU,739,UPKu,Upton Park,Station entry/exit,Gateline,25856.625,12984.44444,10651.75,7491.166667,24643.57778,12390.44444,9913.25,7300,7685138.904,"2,022"
LU,740,UXBu,Uxbridge,Station entry/exit,Gateline,20042.23371,10119.93134,7042.727068,4240.857143,19896.26629,9836.507042,6558.472932,4305.285714,5756483.937,"2,022"
LU,777,VUXu,Vauxhall LU,Station entry/exit,Gateline,67295.84127,35094.77778,30905.8,21406,64142.375,32591.44444,28776.6,21416.625,20877533.67,"2,022"
LU,741,VICu,Victoria LU,Station entry/exit,Gateline,181140.2499,94628.28228,68868.01451,51135.34482,187232.7056,94298.60661,67322.73549,52358.22661,56430221.23,"2,022"
LU,742,WALu,Walthamstow Central,Station entry/exit,Gateline,40644.72811,21137.1531,18691.77777,12643.57259,40495.82745,21117.01842,18559.72223,13069.99884,12810971.78,"2,022"
LU,743,WANu,Wanstead,Station entry/exit,Gateline,5836.25,3003.428571,2737,1726.875,6130.877778,3144,2759.8,1808.285714,1879177.583,"2,022"
LU,745,WSTu,Warren Street,Station entry/exit,Gateline,45591.125,20753.875,12055.5,8049.875,47404.8,21484.5,12134.8,7894.5,13006334.97,"2,022"
LU,746,WARu,Warwick Avenue,Station entry/exit,Gateline,9298.355556,4762,4107.6,2767.428571,8932.555556,4450.111111,4064.6,2940.428571,2872125.944,"2,022"
LU,747,WLOu,Waterloo LU,Station entry/exit,Special,218101.5863,105035.8067,91311.98287,46804.71429,231781.1922,112396.6767,93771.6307,50549,68719184.51,"2,022"
LU,748,WATu,Watford,Station entry/exit,Gateline,5854.325,2920.571429,1850.6,1118.333333,5830.325,2937.857143,1823.2,1114.833333,1678824.118,"2,022"
LU,751,WEMu,Wembley Central,Station entry/exit,Gateline,13683.48844,6919.977454,6372.108316,4056.666667,14701.46394,7366.647546,6513.291684,4127.333333,4369286.994,"2,022"
LU,752,WPKu,Wembley Park,Station entry/exit,Gateline,46194.875,26056.625,24355.68432,16203.66667,45575,25927.75,24793.31568,15775.66667,15002565.39,"2,022"
LU,753,WACu,West Acton,Station entry/exit,Gateline,3644.444444,1853.625,1602.6,908.8333333,3530.708333,1852.571429,1607.6,895.8333333,1098089.225,"2,022"
LU,755,WBTu,West Brompton,Station entry/exit,Scaled,14354.15442,7003.769385,6910.426223,4287.482975,14805.41022,6548.143419,6721.837887,4160.865189,4421398.989,"2,022"
LU,756,WFYu,West Finchley,Station entry/exit,Gateline,4174.819448,1984.877915,1565,941.4836957,3887.404719,1826.233196,1441.4,932.5163043,1196676.109,"2,022"
LU,757,WHMu,West Ham,Station entry/exit,Gateline,15570.27786,6810.855873,6263.340178,4090.345699,15291.47214,6768.255239,6387.259822,4200.225729,4514604.149,"2,022"
LU,758,WHDu,West Hampstead LU,Station entry/exit,Gateline,23597.05556,12138.33333,10366,6371.285714,22269.32222,11340.44444,9630.8,6093.571429,7098774.042,"2,022"
LU,759,WHRu,West Harrow,Station entry/exit,Scaled,2820.214899,1568.909998,1293.603057,825.7636155,3247.931154,1712.193272,1343.003887,1051.282154,937962.3644,"2,022"
LU,760,WKNu,West Kensington,Station entry/exit,Gateline,11677.12222,5924,5570.4,4094.714286,11045.96667,5187.857143,4708.4,3761.428571,3611425.876,"2,022"
LU,762,WRPu,West Ruislip,Station entry/exit,Gateline,3699.005119,1798.826672,1687.319732,890.23996,3777.862858,1809.316185,1710.001399,911.4952406,1143714.431,"2,022"
LU,754,WBPu,Westbourne Park,Station entry/exit,Gateline,10706.62222,5588.333333,4548.8,2901,10124.65556,5145.777778,4078.2,2869.142857,3208553.535,"2,022"
LU,761,WMSu,Westminster,Station entry/exit,Gateline,53849.81944,26479.875,30154,19528.85714,57121.08333,27764.25,31484.8,20115.85714,17981143.25,"2,022"
LU,764,WCTu,White City,Station entry/exit,Gateline,24882.55556,11472.125,8945.5,5852.375,24283.23611,11392.75,9645.5,6182.125,7391602.633,"2,022"
LU,763,WCLu,Whitechapel,Station entry/exit,Gateline,48128.25039,22632.22687,16468.32636,12405.86763,48667.91628,22692.05884,16738.17364,13331.88237,14269347,"2,022"
LU,765,WLGu,Willesden Green,Station entry/exit,Gateline,17201.75556,9127,7637.4,5325.5,17020.34444,8894.666667,7414.6,5359.625,5349685.235,"2,022"
LU,766,WJNu,Willesden Junction,Station entry/exit,Gateline,15115.6873,7586.594681,5464.911424,3522.519988,14741.23253,7262.82221,5120.387937,3681.527406,4412252.42,"2,022"
LU,767,WIMu,Wimbledon,Boarding/alighting,Scaled,37249.79072,17651.2077,16863.80288,10651.69699,39104.02561,18419.04291,17105.85808,11308.05702,11516014.36,"2,022"
LU,768,WMPu,Wimbledon Park,Station entry/exit,Gateline,5475.4,2754.5,2563.2,1505.625,5449.033333,2659.25,2487.4,1556.25,1703907.908,"2,022"
LU,770,WGNu,Wood Green,Station entry/exit,Gateline,28220,15580.11111,14567.2,9406.5,27962.6,15316,14358.2,9206.75,9117030.592,"2,022"
LU,599,WDLu,Wood Lane,Station entry/exit,Gateline,12436.11111,6080.111111,5817.5,3807.833333,13533.225,6756,6540.5,4136,4129893.69,"2,022"
LU,769,WFDu,Woodford,Station entry/exit,Gateline,14123.99516,7069.139721,5831.333333,3654,13682.96039,6786.485279,5489,3641.5,4243207.724,"2,022"
LU,771,WSPu,Woodside Park,Station entry/exit,Scaled,8726.792837,4045.729597,3401.622612,2148.364797,14944.99234,6864.300219,5752.439963,4185.948149,3470324.168,"2,022"
LU,831,NIEu,Nine Elms,Station entry/exit,Gateline,11108.83333,5828.714286,5333.5,3991.8,10402.66667,5198.714286,4641.5,3695.2,3473689.381,"2,022"
LU,832,BPSu,Battersea Power Station,Station entry/exit,Gateline,22655.95833,13867.33333,20786.75,11949.66667,21702.375,13276.5,20462,11277.66667,8651588.957,"2,022"
LO,1404,ACCr,Acton Central,Station entry/exit,Gateline,5262.057143,2765,1759.8,1156.666667,5225.47619,2654.857143,1408.166667,1126.166667,1512621.635,"2,022"
LO,5397,ANYr,Anerley,Boarding/alighting,Scaled,3636.731008,1666.796792,1239.707327,1443.091932,3432.741713,1501.016632,1001.444246,1708.347864,1067937.347,"2,022"
LO,514,BKGu,Barking,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,6961,BETr,Bethnal Green LO,Station entry/exit,Gateline,4513.683548,2324.330802,1936.405578,1323.267275,5036.314704,2735.661109,2214.270735,1478.801859,1489767.881,"2,022"
LO,522,BHRu,Blackhorse Road,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,5404,BCYr,Brockley,Boarding/alighting,Scaled,10019.52815,5363.762189,4755.709343,3138.392576,9228.263605,4552.394621,3925.098738,3026.580686,2976079.455,"2,022"
LO,1437,BSYr,Brondesbury,Station entry/exit,Gateline,8150.361749,4294.589494,2616.725835,2272.727273,7935.5114,4099.166405,2127.952785,2193.561917,2373563.231,"2,022"
LO,1438,BSPr,Brondesbury Park,Station entry/exit,Scaled,4964.96869,2575.201785,921.9704425,965.1755655,4946.763453,2524.148286,812.6633183,1066.264631,1349727.413,"2,022"
LO,6958,BCVr,Bruce Grove,Station entry/exit,Scaled,7074.035132,3060.770892,2477.001695,2125.475236,5780.394773,2801.66472,2160.068887,1694.850579,1883231.657,"2,022"
LO,6913,BHKr,Bush Hill Park,Station entry/exit,Scaled,4218.85108,1811.138551,1520.152224,918.4780623,3542.397539,1501.407172,1201.898599,844.4522787,1097138.22,"2,022"
LO,1395,BSHr,Bushey,Boarding/alighting,Scaled,1196.806465,664.3162763,1261.512403,495.5511031,2163.674935,626.1180141,1050.249072,432.098817,529317.2908,"2,022"
LO,1439,CIRr,Caledonian Road & Barnsbury,Station entry/exit,Scaled,5817.348527,3410.648124,2403.965883,1533.733841,5952.678236,3508.327801,2277.860371,1727.334891,1806697.059,"2,022"
LO,6962,CBHr,Cambridge Heath,Station entry/exit,Scaled,4336.589508,2018.696582,1741.432827,1475.036083,4589.752554,2280.689702,1808.254384,1466.27984,1347571.964,"2,022"
LO,1440,CMDr,Camden Road,Station entry/exit,Gateline,12030.30303,6074.761455,5740.798993,3622.994652,12726.80088,6768.769005,6163.888015,3850.005243,3914293.654,"2,022"
LO,788,CWRu,Canada Water,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,1441,CNNr,Canonbury,Station entry/exit,Gateline,7410.311111,4048.125,2119,2471.25,6995.655556,3753.125,1902,2490.8,2203253.882,"2,022"
LO,1442,CPKr,Carpenders Park,Station entry/exit,Gateline,3682.499738,1837.842089,1308.587606,790.4552195,3805.48274,1857.895565,1242.529097,832.8964384,1084933.582,"2,022"
LO,6814,CHNr,Cheshunt,Boarding/alighting,Loadweigh,1639.7,844.5,768,676.3333333,2801.698413,1417.5,1072,833.5,685350.4319,"2,022"
LO,6914,CHIr,Chingford,Station entry/exit,Gateline,6092.162807,2847.040183,2528.31079,1566.110936,6052.879131,2802.243892,2430.009437,1675.159904,1849096.719,"2,022"
LO,5301,CLPr,Clapham High Street,Station entry/exit,Scaled,4945.236611,2601.836105,2210.689655,1625.073691,5254.455731,2962.282239,2579.079701,1910.483492,1613188.1,"2,022"
LO,5595,CLJr,Clapham Junction,Boarding/alighting,Loadweigh,43651.33333,22346.875,17782,10496.16667,38367.11111,19783.625,15622,9423.166667,12388179.53,"2,022"
LO,6926,CPTr,Clapton,Station entry/exit,Manual Counts,7080.563874,3730,2239.402418,1504.508369,6318.132184,3321,1900.29569,1390.90341,1982477.692,"2,022"
LO,7406,CRHr,Crouch Hill,Station entry/exit,Scaled,3420.135474,1755.62114,1357.293774,762.3635947,3513.066365,1805.452475,1420.897726,890.5683371,1028382.567,"2,022"
LO,5356,CYPr,Crystal Palace,Boarding/alighting,Loadweigh,5664.253968,2656.2,2827,2217.8,5565.269841,2546.4,2560.75,2252.2,1793978.533,"2,022"
LO,1443,DLJr,Dalston Junction,Station entry/exit,Gateline,14935.25218,9106.37517,10930.27157,6239.383454,15060.09344,9373.75485,11574.70903,6579.112929,5513608.838,"2,022"
LO,1429,DLKr,Dalston Kingsland,Station entry/exit,Gateline,15213.40568,9133.768481,8627.45098,5246.583482,15100.71301,9465.633847,8771.102024,5633.322848,5154919.177,"2,022"
LO,5421,DMKr,Denmark Hill,Boarding/alighting,Scaled,23253.34644,11261.62668,5584.44549,5181.115229,23938.9944,11642.85054,5602.777174,5177.109157,6531757.925,"2,022"
LO,6941,EDRr,Edmonton Green,Boarding/alighting,Scaled,10547.46023,5286.859459,4676.570891,3234.599517,10170.76877,5299.080556,4216.168565,3059.79248,3162009.743,"2,022"
LO,7473,EMPr,Emerson Park,Station entry/exit,Scaled,1149.614523,501.9409166,292.5962934,105.5931818,823.9563,357.2527813,159.879697,96.02147651,256896.9063,"2,022"
LO,6959,ENFr,Enfield Town,Station entry/exit,Gateline,7033.703321,3364.789766,2557.757506,1765.75443,6528.625354,3137.254902,2216.629967,1621.579113,1992542.548,"2,022"
LO,1444,EUSr,Euston NR,Boarding/alighting,Loadweigh,8841.2,5248,4861,2940,8057.7,4815,3920,2916.75,2848390.404,"2,022"
LO,1445,FNYr,Finchley Road & Frognal,Station entry/exit,Scaled,6496.918162,3367.175873,1212.558923,1792.735724,6993.524037,3572.448843,1258.771563,1854.253473,1883708.572,"2,022"
LO,5362,FOHr,Forest Hill,Boarding/alighting,Scaled,7909.982027,3898.007109,3582.910539,2702.783506,8195.765098,4081.264988,3440.677722,2804.874644,2480414.896,"2,022"
LO,1409,GPOr,Gospel Oak,Station entry/exit,Gateline,7558.603446,3948.737407,2887.536284,1977.510545,7416.700445,3832.835115,3242.623445,2019.696469,2281783.46,"2,022"
LO,591,GUNu,Gunnersbury,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,6977,HKCr,Hackney Central,Station entry/exit,Gateline,14429.84537,8176.716841,8421.960977,5170.318147,14932.19908,8528.283159,9269.539023,5421.01139,5029944.18,"2,022"
LO,6867,HACr,Hackney Downs,Boarding/alighting,Manual Counts,12184.12102,7335,5954.324854,5954.324854,13639.07755,7468,5175.731463,5175.731463,4153346.44,"2,022"
LO,6978,HKWr,Hackney Wick,Station entry/exit,Scaled,10426.78848,5230.520489,5210.629606,2796.067818,9472.007712,5428.910453,5731.387345,3102.391894,3166148.496,"2,022"
LO,1022,HGGr,Haggerston,Station entry/exit,Gateline,8951.411111,4663.222222,4134.2,2612.125,8881.911111,4666,4284.4,2695.625,2854583.886,"2,022"
LO,1413,HDHr,Hampstead Heath,Station entry/exit,Gateline,9437.544444,4834.571429,3076.5,2833.6,9364.9,4739.428571,3170.5,2909.2,2814083.437,"2,022"
LO,596,HARu,Harlesden,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,7401,HRYr,Harringay Green Lanes,Station entry/exit,Manual Counts,5100.66156,2747,2566,1629,5296.46156,2745,2536,1694,1642617.899,"2,022"
LO,597,HAWu,Harrow & Wealdstone,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,1398,HTEr,Hatch End,Station entry/exit,Gateline,2015.148603,999.7320378,717.8357974,437.6937941,1999.11456,1012.314611,745.5174583,464.6564508,594215.6252,"2,022"
LO,1434,HDLr,Headstone Lane,Station entry/exit,Scaled,2102.278323,1090.477691,531.1085208,443.1073688,1805.446372,887.9955259,464.6030258,478.8668131,550996.5619,"2,022"
LO,6919,HIPr,Highams Park,Station entry/exit,Gateline,8605.533844,4086.958229,3009.332075,1774.929223,8368.124306,3809.538456,2716.262976,1810.579847,2476551.439,"2,022"
LO,603,HBYu,Highbury & Islington,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,6979,HMNr,Homerton,Station entry/exit,Gateline,13231.80395,7044.537066,5445.108525,3600.713012,12804.52074,6358.262556,4965.397924,3592.32463,3986986.338,"2,022"
LO,5418,HPAr,Honor Oak Park,Station entry/exit,Gateline,7411.6249,3705.101767,3238.125197,2001.467967,7401.593793,3422.576398,2971.374646,2099.192618,2277084.532,"2,022"
LO,1023,HOXr,Hoxton,Station entry/exit,Gateline,9667.662787,5066.466278,4137.988885,3603.159624,10076.98962,5420.525905,4392.995701,4401.279228,3241591.841,"2,022"
LO,9586,IMWr,Imperial Wharf,Boarding/alighting,Scaled,10051.96603,4965.825731,2882.038377,1804.718465,9346.178043,4547.027367,2602.154766,1578.247877,2689975.981,"2,022"
LO,617,KGNu,Kensal Green,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,1448,KNRr,Kensal Rise,Station entry/exit,Scaled,10255.8752,4200.762792,3229.196903,2817.789529,9767.704645,3799.707785,2660.641881,2872.502839,2805309.962,"2,022"
LO,618,OLYu,Kensington (Olympia),Station entry/exit,Gateline,6687.512161,3729.453087,2203.641617,2269.657072,6938.558752,3584.242551,2023.825562,2032.768899,2096930.785,"2,022"
LO,1449,KTWr,Kentish Town West,Station entry/exit,Scaled,7044.894009,4092.803636,2854.002885,2330.673166,7085.249784,4240.864449,2770.059028,2362.562711,2207035.843,"2,022"
LO,620,KETu,Kenton,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,621,KEWu,Kew Gardens,---see LU---,---see LU---,0,0,0,0,0,0,0,0,0,"2,022"
LO,1415,KBNr,Kilburn High Road,Station entry/exit,Gateline,2272.951962,1252.864782,1025.060291,696.7599874,2377.45098,1251.033985,1091.1188,745.1679424,728566.8854,"2,022"
LO,7402,LEMr,Leyton Midland Road,Station entry/exit,Gateline,4687.556068,2400.125826,1851.945056,1053.965258,4684.783242,2304.108809,1740.589284,1053.965258,1387888.409,"2,022"
LO,7403,LERr,Leytonstone High Road,Station entry/exit,Gateline,3233.523237,1691.700744,1409.038482,954.1784628,3129.705358,1619.257329,1303.344867,908.2520709,982688.3934,"2,022"
