Mode,NLC,ASC,Station,Coverage,Source,Weekday (Mon-Thu) Entries,Friday Entries,Saturday Entries,Sunday Entries,Weekday (Mon-Thu) Exits,Friday Exits,Saturday Exits,Sunday Exits,Annualised En/Ex,year
LU,521,BLFu,Blackfriars LU,Station entry / exit,Relate,"26,446",0,"10,303",8112,"24,991",0,8295,6211,"14,159,864","2,017"
LU,522,BHRu,Blackhorse Road,Station entry / exit,Relate,"14,573",0,"10,207","7,512","13,631",0,"9,194","6,984","8,537,573","2,017"
LU,524,BDSu,Bond Street,Station entry / exit,Relate,"61,234",0,"46,690","28,468","60,124",0,"45,840","27,253","36,853,006","2,017"
LU,525,BORu,Borough,Station entry / exit,Relate,"9,525",0,"5,779",3955,"9,318",0,"6,268",4140,"5,581,683","2,017"
LU,526,BOSu,Boston Manor,Station entry / exit,Relate,"3,893",0,2378,1724,"3,414",0,2094,1744,"2,170,793","2,017"
LU,527,BGRu,Bounds Green,Station entry / exit,Relate,"10,509",0,"7,995","5,470","9,196",0,"6,878","5,232","6,057,231","2,017"
LU,528,BWRu,Bow Road,Station entry / exit,Relate,"9,077",0,"6,612",4787,"8,487",0,"5,852",4801,"5,362,773","2,017"
LU,529,BTXu,Brent Cross,Station entry / exit,Relate,"4,080",0,2728,2290,"3,791",0,2499,2144,"2,392,436","2,017"
LU,778,BRXu,Brixton LU,Station entry / exit,Relate,"51,028",0,"40,770","28,965","48,822",0,"40,211","28,135","31,107,666","2,017"
LU,530,BBBu,Bromley-by-Bow,Station entry / exit,Scaled,"6,307",0,"3,719",2438,"5,937",0,"3,317",2428,"3,569,032","2,017"
LU,531,BHLu,Buckhurst Hill,Station entry / exit,Relate,3740,0,2373,1303,3843,0,2109,1290,"2,195,929","2,017"
LU,532,BURu,Burnt Oak,Station entry / exit,Relate,"7,414",0,"4,665","3,321","6,947",0,"4,413","3,165","4,264,418","2,017"
LU,534,CRDu,Caledonian Road,Station entry / exit,Relate,"9,277",0,"6,574","4,874","8,591",0,"5,719","4,668","5,426,372","2,017"
LU,535,CTNu,Camden Town,Station entry / exit,Relate,"31,046",0,"37,481","16,303","31,183",0,"41,851","28,383","21,239,992","2,017"
LU,788,CWRu,Canada Water,Station entry / exit,Relate,"21,804",0,"21,533","14,625","22,150",0,"21,539","14,887","14,269,588","2,017"
LU,852,CWFu,Canary Wharf LU,Station entry / exit,Relate,"86,663",0,"36,234","25,994","86,803",0,"37,893","27,770","48,576,019","2,017"
LU,884,CNTu,Canning Town,Station entry / exit,Relate,"20,492",0,"16,422","12,206","19,892",0,"15,457","11,613","12,574,149","2,017"
LU,536,CSTu,Cannon Street LU,Station entry / exit,Relate,"18,732",0,4360,3117,"15,365",0,3398,2955,"8,996,282","2,017"
LU,537,CPKu,Canons Park,Station entry / exit,Relate,"4,900",0,3505,2373,"4,777",0,3259,2271,"2,918,453","2,017"
LU,539,CLFu,Chalfont & Latimer,Station entry / exit,Relate,2838,0,1286,726,2964,0,1082,573,"1,594,941","2,017"
LU,540,CHFu,Chalk Farm,Station entry / exit,Relate,"8,997",0,"8,721",7683,"8,003",0,"7,056",5373,"5,556,107","2,017"
LU,541,CYLu,Chancery Lane,Station entry / exit,Relate,"31,085",0,"8,066",4071,"32,778",0,8195,4038,"16,775,017","2,017"
LU,718,CHXu,Charing Cross LU,Station entry / exit,Relate,"30,496",0,"26,272","16,589","29,715",0,"22,288","12,347","18,476,801","2,017"
LU,543,CHMu,Chesham,Station entry / exit,Relate,1985,0,1011,634,1821,0,912,564,"1,081,174","2,017"
LU,544,CHGu,Chigwell,Station entry / exit,Relate,1021,0,366,188,727,0,329,160,"477,501","2,017"
LU,545,CHPu,Chiswick Park,Station entry / exit,Relate,"3,392",0,2074,1385,"3,971",0,2026,1504,"2,138,042","2,017"
LU,546,CWDu,Chorleywood,Station entry / exit,Relate,2764,0,1412,943,2374,0,1165,891,"1,469,208","2,017"
LU,547,CPCu,Clapham Common,Station entry / exit,Relate,"15,071",0,"13,320","9,002","16,450",0,"13,870","9,582","9,926,782","2,017"
LU,548,CPNu,Clapham North,Station entry / exit,Relate,"9,804",0,"9,237","5,746","10,834",0,"9,097","5,874","6,498,663","2,017"
LU,549,CPSu,Clapham South,Station entry / exit,Relate,"13,665",0,"10,189","6,726","13,359",0,"9,193","6,880","8,205,230","2,017"
LU,550,CFSu,Cockfosters,Station entry / exit,Relate,2894,0,2998,1811,2760,0,2576,1814,"1,828,835","2,017"
LU,551,COLu,Colindale,Station entry / exit,Relate,"11,783",0,"8,076","5,503","10,901",0,"6,829","5,108","6,781,366","2,017"
LU,552,CLWu,Colliers Wood,Station entry / exit,Relate,"10,755",0,"8,146","5,827","9,870",0,"7,264","5,657","6,346,134","2,017"
LU,553,COVu,Covent Garden,Station entry / exit,Relate,"22,563",0,"27,532","17,730","24,691",0,"36,587","20,431","16,524,381","2,017"
LU,554,CRXu,Croxley,Station entry / exit,Relate,2006,0,887,489,1877,0,825,489,"1,078,929","2,017"
LU,555,DGEu,Dagenham East,Station entry / exit,Relate,"5,082",0,"3,369",2099,"4,593",0,"2,770",1795,"2,850,852","2,017"
LU,556,DGHu,Dagenham Heathway,Station entry / exit,Relate,"9,800",0,"6,422","4,174","9,711",0,"6,157","4,109","5,779,848","2,017"
LU,557,DEBu,Debden,Station entry / exit,Relate,"4,365",0,2100,1100,"4,076",0,1836,1035,"2,356,317","2,017"
LU,558,DHLu,Dollis Hill,Station entry / exit,Relate,"7,035",0,"5,118","3,974","6,107",0,"4,252","3,576","4,033,111","2,017"
LU,560,EBYu,Ealing Broadway,Station entry / exit,Relate,"27,918",0,"18,907","12,639","25,074",0,"17,762","12,462","15,947,455","2,017"
LU,561,ECMu,Ealing Common,Station entry / exit,Relate,"5,017",0,3634,2486,"5,002",0,3413,2470,"3,030,959","2,017"
LU,562,ECTu,Earl's Court,Station entry / exit,Relate,"30,323",0,"24,399","18,840","30,098",0,"24,212","18,053","18,918,916","2,017"
LU,563,EACu,East Acton,Station entry / exit,Relate,"6,603",0,"4,380","3,187","6,345",0,"3,923","3,119","3,872,967","2,017"
LU,565,EFYu,East Finchley,Station entry / exit,Relate,"12,133",0,"7,616","4,980","11,528",0,"6,609","4,958","6,953,760","2,017"
LU,566,EHMu,East Ham,Station entry / exit,Relate,"23,269",0,"17,213","12,184","22,485",0,"15,768","11,628","13,938,124","2,017"
LU,567,EPYu,East Putney,Station entry / exit,Relate,"10,103",0,"6,648","4,301","9,678",0,"6,019","4,512","5,875,905","2,017"
LU,564,ETEu,Eastcote,Station entry / exit,Relate,"5,129",0,2931,1654,"4,848",0,2636,1638,"2,867,252","2,017"
LU,568,EDGu,Edgware,Station entry / exit,Relate,"8,705",0,"5,546","4,220","8,014",0,"5,309","4,051","5,013,738","2,017"
LU,774,ERBu,Edgware Road (Bak),Station entry / exit,Relate,"7,366",0,"4,885",3158,"7,464",0,"4,843",3042,"4,396,642","2,017"
LU,569,ERDu,Edgware Road (DIS),Station entry / exit,Relate,"11,970",0,"6,611",4932,"11,396",0,"6,435",4542,"6,801,573","2,017"
LU,570,ELEu,Elephant & Castle LU,Station entry / exit,Relate,"37,290",0,"23,949","17,597","32,954",0,"21,378","15,851","20,987,746","2,017"
LU,571,EPKu,Elm Park,Station entry / exit,Relate,"5,724",0,3184,1801,"5,138",0,2896,1787,"3,122,720","2,017"
LU,542,EMBu,Embankment,Station entry / exit,Relate,"34,869",0,"28,002","17,980","33,686",0,"25,955","15,578","21,002,144","2,017"
LU,572,EPPu,Epping,Station entry / exit,Relate,"6,224",0,4582,2658,"6,449",0,4216,2584,"3,778,082","2,017"
LU,574,EUSu,Euston LU,Station entry / exit,Relate,"65,497",0,"52,450","43,900","64,044",0,"51,259","39,268","40,735,345","2,017"
LU,575,ESQu,Euston Square,Station entry / exit,Relate,"24,492",0,"8,086","6,749","24,727",0,"8,805","6,752","13,495,131","2,017"
LU,576,FLPu,Fairlop,Station entry / exit,Relate,2081,0,1394,856,1878,0,1298,821,"1,179,427","2,017"
LU,577,FARu,Farringdon,Station entry / exit,Relate,"36,844",0,"7,931","4,687","37,094",0,"9,088","4,550","19,325,838","2,017"
LU,578,FYCu,Finchley Central,Station entry / exit,Relate,"12,024",0,"7,238","4,118","11,680",0,"6,401","4,266","6,859,802","2,017"
LU,579,FRDu,Finchley Road,Station entry / exit,Relate,"15,534",0,"11,037","7,909","14,715",0,"9,443","7,514","9,134,559","2,017"
LU,580,FPKu,Finsbury Park,Station entry / exit,Relate,"52,152",0,"41,968","25,405","45,232",0,"30,510","22,325","29,633,479","2,017"
LU,581,FBYu,Fulham Broadway,Station entry / exit,Relate,"15,310",0,"12,139","6,951","15,025",0,"10,125","6,572","9,149,885","2,017"
LU,582,GHLu,Gants Hill,Station entry / exit,Relate,"11,215",0,"7,326","4,905","10,582",0,"6,971","4,806","6,491,292","2,017"
LU,583,GRDu,Gloucester Road,Station entry / exit,Relate,"21,724",0,"16,396","13,126","20,559",0,"15,425","12,030","13,100,020","2,017"
LU,584,GGRu,Golders Green,Station entry / exit,Relate,"13,364",0,"9,191","7,249","12,928",0,"8,432","7,027","7,973,435","2,017"
LU,585,GHRu,Goldhawk Road,Station entry / exit,Relate,"3,519",0,2330,1476,3313,0,2122,1576,"2,033,590","2,017"
LU,586,GSTu,Goodge Street,Station entry / exit,Relate,"12,987",0,6054,3560,"12,624",0,6194,3352,"7,185,458","2,017"
LU,587,GRHu,Grange Hill,Station entry / exit,Relate,1213,0,572,278,1085,0,488,281,"639,841","2,017"
LU,588,GPSu,Great Portland Street,Station entry / exit,Relate,"14,519",0,"5,020",3281,"13,985",0,"4,835",2775,"7,732,903","2,017"
LU,590,GPKu,Green Park,Station entry / exit,Relate,"58,814",0,"35,126","25,470","67,897",0,"42,800","29,244","37,397,425","2,017"
LU,589,GFDu,Greenford,Station entry / exit,Relate,"7,635",0,"4,982","3,143","7,453",0,"4,611",3040,"4,452,187","2,017"
LU,591,GUNu,Gunnersbury,Station entry / exit,Relate,"10,367",0,"4,110",2691,"9,408",0,"3,557",2454,"5,451,362","2,017"
LU,592,HAIu,Hainault,Station entry / exit,Relate,"6,373",0,"3,865",2438,"6,002",0,"3,553",2430,"3,619,745","2,017"
LU,593,HMDu,Hammersmith (DIS),Station entry / exit,Relate,"47,068",0,"31,449","22,271","45,894",0,"30,229","21,442","27,831,099","2,017"
LU,773,HMSu,Hammersmith (H&C),Station entry / exit,Relate,"18,267",0,"10,832","7,344","16,945",0,"10,088","7,076","10,318,281","2,017"
LU,594,HMPu,Hampstead,Station entry / exit,Relate,"7,192",0,"5,531","4,827","7,223",0,"5,740","5,349","4,564,741","2,017"
LU,595,HLNu,Hanger Lane,Station entry / exit,Relate,"6,547",0,"3,994",2691,"6,086",0,"3,537",2478,"3,702,916","2,017"
LU,596,HARu,Harlesden,Station entry / exit,Relate,"5,321",0,"3,066",2039,"5,172",0,"2,903",1995,"3,049,018","2,017"
LU,597,HAWu,Harrow & Wealdstone,Station entry / exit,Relate,"8,496",0,"4,650","3,093","7,332",0,"4,465",2929,"4,601,592","2,017"
LU,598,HOHu,Harrow-on-the-Hill,Station entry / exit,Relate,"16,908",0,"11,329","7,711","18,067",0,"11,531","7,995","10,417,901","2,017"
LU,779,HTXu,Hatton Cross,Station entry / exit,Relate,"5,026",0,3758,3016,"4,737",0,3613,2987,"3,035,400","2,017"
LU,780,HRCu,Heathrow Terminals 123 LU,Station entry / exit,Relate,11347,0,12041,12845,9606,0,9810,10471,7318072.7,"2,017"
LU,781,HRFu,Heathrow Terminal 4 LU,Station entry / exit,Relate,"3,253",0,"3,419","3,494",2885,0,3391,"2,989","2,146,778","2,017"
LU,783,HRVu,Heathrow Terminal 5 LU,Station entry / exit,Relate,"6,659",0,"6,383","7,743","5,700",0,"5,191","5,919","4,247,920","2,017"
LU,601,HNDu,Hendon Central,Station entry / exit,Relate,"13,207",0,"7,560","5,685","12,181",0,"6,560","5,278","7,420,133","2,017"
LU,602,HBTu,High Barnet,Station entry / exit,Relate,"7,311",0,4031,2518,"6,820",0,3525,2497,"4,062,201","2,017"
LU,605,HSTu,High Street Kensington,Station entry / exit,Relate,"20,170",0,"14,260","10,213","19,963",0,"13,917","9,172","12,115,781","2,017"
LU,603,HBYu,Highbury & Islington,Station entry / exit,Relate,"31,198",0,"24,555","15,276","30,890",0,"23,441","16,720","19,056,704","2,017"
LU,604,HIGu,Highgate,Station entry / exit,Relate,"9,839",0,"6,257",4118,"8,948",0,"5,772","4,272","5,581,536","2,017"
LU,606,HDNu,Hillingdon,Station entry / exit,Relate,3193,0,2169,1112,2686,0,1687,1007,"1,726,384","2,017"
LU,607,HOLu,Holborn,Station entry / exit,Relate,"51,101",0,"28,823","17,598","56,804",0,"31,315","18,187","31,015,758","2,017"
LU,608,HPKu,Holland Park,Station entry / exit,Relate,"6,091",0,"3,888",2601,"5,447",0,"3,879","2,663","3,451,841","2,017"
LU,609,HRDu,Holloway Road,Station entry / exit,Relate,"10,836",0,"7,498","5,453","10,473",0,"6,944","5,466","6,438,237","2,017"
LU,610,HCHu,Hornchurch,Station entry / exit,Relate,"3,723",0,2269,1042,"3,705",0,2299,1061,"2,138,383","2,017"
LU,611,HNCu,Hounslow Central,Station entry / exit,Relate,"6,080",0,"4,252",3022,"6,423",0,"4,073",2929,"3,748,113","2,017"
LU,612,HNEu,Hounslow East,Station entry / exit,Relate,"5,988",0,"4,804","3,609","6,305",0,"4,905","3,678","3,829,625","2,017"
LU,613,HNWu,Hounslow West,Station entry / exit,Relate,"5,414",0,"4,253",3387,"5,191",0,"4,160",3406,"3,330,306","2,017"
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Relate,"7,515",0,"7,654",6368,"8,292",0,"7,400","6,454","5,218,249","2,017"
LU,615,ICKu,Ickenham,Station entry / exit,Relate,1912,0,1170,621,1958,0,1146,654,"1,119,734","2,017"
LU,616,KENu,Kennington,Station entry / exit,Relate,"8,942",0,"6,777","4,709","8,177",0,"6,390","4,843","5,286,728","2,017"
LU,617,KGNu,Kensal Green,Station entry / exit,Relate,"4,578",0,3147,2139,"3,891",0,2664,2092,"2,556,972","2,017"
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Scaled,1640,0,6965,4157,1616,0,6391,4232,"1,855,973","2,017"
LU,619,KTNu,Kentish Town,Station entry / exit,Relate,"13,857",0,"8,998","6,164","12,940",0,"8,053","5,434","7,938,048","2,017"
LU,620,KETu,Kenton,Station entry / exit,Relate,"3,327",0,2130,1415,"3,331",0,2096,1391,"1,968,088","2,017"
LU,621,KEWu,Kew Gardens,Station entry / exit,Relate,"6,662",0,"5,484","4,385","6,497",0,"5,058","4,007","4,135,561","2,017"
LU,622,KILu,Kilburn,Station entry / exit,Relate,"13,475",0,"10,578","7,920","12,733",0,"9,837","7,841","8,161,692","2,017"
LU,623,KPKu,Kilburn Park,Station entry / exit,Relate,"5,153",0,4424,3149,"4,948",0,4116,3070,"3,185,489","2,017"
LU,625,KXXu,King's Cross St. Pancras,Station entry / exit,Relate,"149,150",0,"117,237","98,579","146,864",0,"112,360","89,348","92,620,193","2,017"
LU,624,KBYu,Kingsbury,Station entry / exit,Relate,"8,439",0,"5,685","4,019","8,092",0,"5,386","3,853","4,958,925","2,017"
LU,626,KNBu,Knightsbridge,Station entry / exit,Relate,"25,026",0,"28,003","19,735","23,810",0,"25,435","15,400","16,241,434","2,017"
LU,627,LGRu,Ladbroke Grove,Station entry / exit,Relate,"9,327",0,"9,009",4625,"8,878",0,"7,205",3950,"5,652,798","2,017"
LU,628,LAMu,Lambeth North,Station entry / exit,Relate,"5,443",0,5072,3865,"4,887",0,4542,3243,"3,337,188","2,017"
LU,629,LANu,Lancaster Gate,Station entry / exit,Relate,"9,568",0,"7,851",6492,"9,120",0,"7,473",5692,"5,903,385","2,017"
LU,630,LATu,Latimer Road,Station entry / exit,Relate,"4,190",0,2164,1532,"4,003",0,1922,1457,"2,344,798","2,017"
LU,631,LSQu,Leicester Square,Station entry / exit,Relate,"49,948",0,"71,173","41,846","47,341",0,"69,316","39,694","34,580,105","2,017"
LU,632,LEYu,Leyton,Station entry / exit,Relate,"20,416",0,"17,743","12,375","20,276",0,"15,780","11,901","12,751,863","2,017"
LU,633,LYSu,Leytonstone,Station entry / exit,Relate,"17,433",0,"12,923","8,810","16,820",0,"12,061","8,660","10,431,470","2,017"
LU,634,LSTu,Liverpool Street LU,Station entry / exit,Relate,"112,437",0,"56,259","42,894","111,688",0,"60,262","41,470","64,501,949","2,017"
LU,635,LONu,London Bridge LU,Station entry / exit,Relate,"113,606",0,"78,569","45,408","107,048",0,"75,800","42,694","65,684,647","2,017"
LU,636,LTNu,Loughton,Station entry / exit,Relate,"5,830",0,"3,837",2098,"5,817",0,"3,635",2116,"3,412,794","2,017"
LU,637,MDVu,Maida Vale,Station entry / exit,Relate,"5,434",0,3803,2676,"4,864",0,3331,2587,"3,118,278","2,017"
LU,638,MNRu,Manor House,Station entry / exit,Relate,"13,539",0,"11,134","8,587","12,569",0,"9,598","8,442","8,214,650","2,017"
LU,639,MANu,Mansion House,Station entry / exit,Relate,"11,584",0,2766,2046,"11,730",0,2602,1818,"6,140,305","2,017"
LU,640,MARu,Marble Arch,Station entry / exit,Relate,"22,337",0,"19,161","13,651","19,926",0,"15,796","11,629","13,254,257","2,017"
LU,641,MYBu,Marylebone LU,Station entry / exit,Relate,"20,984",0,"14,952",11935,"21,656",0,"15,163",10853,"12,988,295","2,017"
LU,642,MLEu,Mile End,Station entry / exit,Relate,"24,959",0,"18,224","13,261","23,873",0,"16,737","13,471","14,928,464","2,017"
LU,643,MHEu,Mill Hill East,Station entry / exit,Scaled,2397,0,1202,769,2154,0,1414,877,"1,318,680","2,017"
LU,646,MPKu,Moor Park,Station entry / exit,Relate,1717,0,639,364,1558,0,619,381,"897,017","2,017"
LU,645,MGTu,Moorgate,Station entry / exit,Scaled,"46,696",0,"5,821","3,961","54,742",0,"7,318","4,878","25,828,308","2,017"
LU,647,MORu,Morden,Station entry / exit,Relate,"17,036",0,"11,546","8,648","15,608",0,"10,490","8,367","9,872,702","2,017"
LU,648,MCRu,Mornington Crescent,Station entry / exit,Relate,"7,868",0,4752,11598,"7,293",0,3435,2327,"4,779,258","2,017"
LU,649,NEAu,Neasden,Station entry / exit,Relate,"6,327",0,"4,364",3153,"5,707",0,"4,027",2998,"3,646,639","2,017"
LU,650,NEPu,Newbury Park,Station entry / exit,Relate,"9,329",0,"6,362","4,269","8,148",0,"5,762","3,775","5,249,584","2,017"
LU,653,NACu,North Acton,Station entry / exit,Relate,"11,190",0,"6,407","4,544","11,023",0,"5,915","4,405","6,459,225","2,017"
LU,654,NELu,North Ealing,Station entry / exit,Relate,1402,0,939,594,1232,0,801,601,"786,073","2,017"
LU,789,NOGu,North Greenwich,Station entry / exit,Relate,"40,613",0,"35,817","28,314","42,343",0,"36,024","29,738","26,585,096","2,017"
LU,656,NHRu,North Harrow,Station entry / exit,Relate,"3,285",0,1730,1051,"3,165",0,1540,990,"1,833,325","2,017"
LU,659,NWBu,North Wembley,Station entry / exit,Relate,"2,917",0,1966,1404,"2,693",0,1751,1332,"1,684,067","2,017"
LU,655,NFDu,Northfields,Station entry / exit,Relate,"6,422",0,"4,279",3038,"6,197",0,"3,990",3159,"3,785,696","2,017"
LU,657,NHTu,Northolt,Station entry / exit,Relate,"8,427",0,"5,747","3,834","8,044",0,"5,234","3,657","4,921,293","2,017"
LU,660,NWPu,Northwick Park,Station entry / exit,Relate,"7,679",0,"3,607",2678,"7,553",0,"3,270",2612,"4,311,177","2,017"
LU,661,NWDu,Northwood,Station entry / exit,Relate,"5,509",0,2592,1587,"4,747",0,2373,1533,"2,897,563","2,017"
LU,662,NWHu,Northwood Hills,Station entry / exit,Relate,"3,435",0,1901,1167,"3,250",0,1694,1117,"1,918,400","2,017"
LU,663,NHGu,Notting Hill Gate,Station entry / exit,Relate,"23,741",0,"23,951","14,101","23,447",0,"27,388","15,288","15,456,337","2,017"
LU,664,OAKu,Oakwood,Station entry / exit,Relate,"4,407",0,3555,2568,"4,331",0,3560,2689,"2,736,346","2,017"
LU,665,OLDu,Old Street,Station entry / exit,Relate,"42,971",0,"26,666","18,023","41,107",0,"31,508","17,321","25,083,479","2,017"
LU,667,OSTu,Osterley,Station entry / exit,Relate,"3,452",0,2532,1787,3408,0,2291,1686,"2,079,080","2,017"
LU,668,OVLu,Oval,Station entry / exit,Relate,"11,909",0,"8,303","5,763","11,272",0,"7,631","5,485","6,983,973","2,017"
LU,669,OXCu,Oxford Circus,Station entry / exit,Relate,"121,364",0,"103,026","63,185","136,405",0,"113,894","65,547","79,778,619","2,017"
LU,670,PADu,Paddington TfL,Station entry / exit,Relate,"78,992",0,"48,872","41,733","76,087",0,"46,671","36,560","46,331,280","2,017"
LU,671,PRYu,Park Royal,Station entry / exit,Relate,"3,241",0,2138,1477,"3,221",0,2097,1391,"1,923,720","2,017"
LU,672,PGRu,Parsons Green,Station entry / exit,Relate,"11,793",0,"6,549",3870,"10,566",0,"5,924",3847,"6,442,093","2,017"
LU,673,PERu,Perivale,Station entry / exit,Relate,"4,207",0,2608,1616,"3,942",0,2401,1591,"2,389,751","2,017"
LU,674,PICu,Piccadilly Circus,Station entry / exit,Relate,"59,266",0,"66,956","40,514","56,959",0,"65,289","36,412","38,573,777","2,017"
LU,776,PIMu,Pimlico,Station entry / exit,Relate,"18,185",0,"10,677","8,159","17,077",0,"10,280","8,112","10,422,636","2,017"
LU,675,PINu,Pinner,Station entry / exit,Relate,"5,896",0,2947,1867,"5,615",0,2797,1766,"3,266,903","2,017"
LU,676,PLWu,Plaistow,Station entry / exit,Relate,"9,930",0,"6,676","4,821","9,429",0,"6,084","4,795","5,816,650","2,017"
LU,677,PRDu,Preston Road,Station entry / exit,Relate,"6,315",0,"3,557",2656,"5,399",0,"3,292",2556,"3,447,448","2,017"
LU,678,PUTu,Putney Bridge,Station entry / exit,Relate,"8,283",0,"6,549","3,856","8,585",0,"6,106","3,921","5,113,846","2,017"
LU,680,QPKu,Queen's Park,Station entry / exit,Relate,"9,409",0,"6,382","4,651","8,423",0,"5,362","4,298","5,361,846","2,017"
LU,679,QBYu,Queensbury,Station entry / exit,Relate,"7,534",0,"4,941","3,248","7,372",0,"4,646",3116,"4,416,312","2,017"
LU,681,QWYu,Queensway,Station entry / exit,Relate,"11,823",0,"12,040","9,727","12,303",0,"12,466","9,693","8,031,860","2,017"
LU,682,RCPu,Ravenscourt Park,Station entry / exit,Relate,"5,336",0,3061,2127,"5,132",0,2900,2176,"3,055,656","2,017"
LU,683,RAYu,Rayners Lane,Station entry / exit,Relate,"6,991",0,"4,352",2955,"6,986",0,"4,145",2910,"4,112,035","2,017"
LU,684,REDu,Redbridge,Station entry / exit,Relate,"4,737",0,3633,2523,"4,378",0,3134,2295,"2,789,938","2,017"
LU,685,RPKu,Regent's Park,Station entry / exit,Relate,"5,675",0,3012,2035,"6,202",0,"3,595",2428,"3,438,858","2,017"
LU,686,RMDu,Richmond,LU boarding / alighting,Scaled,"11,845",0,"13,954","7,259","12,226",0,"12,874","7,072","7,883,382","2,017"
LU,687,RKYu,Rickmansworth,Station entry / exit,Relate,"4,966",0,2059,1190,"4,381",0,1888,1139,"2,587,429","2,017"
LU,688,RODu,Roding Valley,Station entry / exit,Scaled,618,0,215,117,704,0,178,112,"352,989","2,017"
LU,690,ROYu,Royal Oak,Station entry / exit,Relate,"4,309",0,2687,1941,"4,048",0,2540,1990,"2,486,491","2,017"
LU,691,RUIu,Ruislip,Station entry / exit,Relate,3187,0,2193,1269,3186,0,2159,1237,"1,890,042","2,017"
LU,692,RUGu,Ruislip Gardens,Station entry / exit,Relate,2138,0,1138,651,1718,0,962,638,"1,106,458","2,017"
LU,693,RUMu,Ruislip Manor,Station entry / exit,Relate,"3,509",0,2072,1051,"3,231",0,1892,1104,"1,943,537","2,017"
LU,694,RSQu,Russell Square,Station entry / exit,Relate,"18,960",0,"12,688","9,990","16,656",0,"12,317","9,299","10,853,914","2,017"
LU,698,SVSu,Seven Sisters,Station entry / exit,Relate,"28,355",0,"23,861","17,424","26,646",0,"22,212","16,762","17,340,179","2,017"
LU,700,SBCu,Shepherd's Bush LU,Station entry / exit,Relate,"35,840",0,"31,455","20,749","31,808",0,"28,881","19,340","21,410,922","2,017"
LU,775,SBMu,Shepherd's Bush Market,Station entry / exit,Relate,"5,846",0,5077,3084,"5,424",0,4628,3203,"3,530,961","2,017"
LU,702,SSQu,Sloane Square,Station entry / exit,Relate,"27,847",0,"18,087","12,250","27,104",0,"18,207","12,148","16,372,926","2,017"
