Mode,NLC,ASC,Station,Coverage,Source,Weekday (Mon-Thu) Entries,Friday Entries,Saturday Entries,Sunday Entries,Weekday (Mon-Thu) Exits,Friday Exits,Saturday Exits,Sunday Exits,Annualised En/Ex,year
LU,703,SNBu,Snaresbrook,Station entry / exit,Relate,"5,596",0,2776,1754,"4,055",0,2562,1753,"2,787,010","2,017"
LU,704,SELu,South Ealing,Station entry / exit,Relate,"5,789",0,4409,2847,"5,650",0,3988,2805,"3,477,368","2,017"
LU,707,SHRu,South Harrow,Station entry / exit,Relate,"3,444",0,2331,1570,"3,619",0,2350,1612,"2,107,487","2,017"
LU,708,SKNu,South Kensington,Station entry / exit,Relate,"50,391",0,"42,818","34,161","49,744",0,"44,056","33,783","31,994,140","2,017"
LU,709,SKTu,South Kenton,Station entry / exit,Scaled,1858,0,1184,696,"2,099",0,1086,768,"1,147,945","2,017"
LU,710,SRPu,South Ruislip,Station entry / exit,Relate,"3,364",0,2125,1323,"3,190",0,1971,1279,"1,926,405","2,017"
LU,711,SWMu,South Wimbledon,Station entry / exit,Relate,"8,219",0,"5,503",3598,"7,180",0,"5,108",3605,"4,627,559","2,017"
LU,712,SWFu,South Woodford,Station entry / exit,Relate,"7,696",0,"4,656",2739,"9,363",0,"6,226",3977,"5,022,133","2,017"
LU,705,SFSu,Southfields,Station entry / exit,Relate,"10,030",0,"7,115","4,368","9,142",0,"5,880","4,229","5,732,747","2,017"
LU,706,SGTu,Southgate,Station entry / exit,Relate,"8,777",0,"6,134","4,189","8,831",0,"5,989","4,336","5,304,983","2,017"
LU,784,SWKu,Southwark,Station entry / exit,Relate,"28,187",0,"12,164","8,458","28,800",0,"12,921","8,234","15,946,577","2,017"
LU,695,SJPu,St. James's Park,Station entry / exit,Relate,"25,788",0,"7,589",6085,"24,744",0,"7,514",6119,"13,664,987","2,017"
LU,696,SJWu,St. John's Wood,Station entry / exit,Relate,"12,340",0,"7,879","6,027","12,397",0,"7,987","6,030","7,399,877","2,017"
LU,697,STPu,St. Paul's,Station entry / exit,Relate,"28,879",0,"13,501","9,087","29,552",0,"13,116","8,497","16,417,294","2,017"
LU,713,STBu,Stamford Brook,Station entry / exit,Relate,"4,454",0,2924,1972,"4,172",0,2489,1886,"2,557,655","2,017"
LU,714,STAu,Stanmore,Station entry / exit,Relate,"6,152",0,"4,451",3028,"6,137",0,"4,163",3073,"3,717,315","2,017"
LU,715,STGu,Stepney Green,Station entry / exit,Relate,"10,703",0,"6,769",4857,"9,583",0,"5,732",4613,"6,023,114","2,017"
LU,716,STKu,Stockwell,Station entry / exit,Relate,"20,187",0,"15,597","9,779","15,592",0,"13,621","9,301","11,089,126","2,017"
LU,717,SPKu,Stonebridge Park,Station entry / exit,Relate,"4,262",0,"2,637",1757,"3,955",0,"2,314",1624,"2,412,008","2,017"
LU,719,SFDu,Stratford,Station entry / exit,Relate,"93,742",0,"93,482","61,629","86,285",0,"87,548","57,524","58,586,655","2,017"
LU,720,SHLu,Sudbury Hill,Station entry / exit,Relate,"2,988",0,1992,1283,"3,055",0,1909,1294,"1,790,959","2,017"
LU,721,STNu,Sudbury Town,Station entry / exit,Relate,"3,027",0,1916,1394,"2,801",0,1545,1215,"1,718,575","2,017"
LU,723,SWCu,Swiss Cottage,Station entry / exit,Relate,"12,645",0,"8,442",5867,"11,957",0,"8,026","5,636","7,369,274","2,017"
LU,724,TEMu,Temple,Station entry / exit,Relate,"15,731",0,5051,3396,"15,893",0,5475,3355,"8,561,001","2,017"
LU,725,THBu,Theydon Bois,Station entry / exit,Relate,1526,0,1210,697,1454,0,1073,676,"905,705","2,017"
LU,726,TBEu,Tooting Bec,Station entry / exit,Relate,"13,230",0,"9,607","6,351","12,044",0,"8,184","6,401","7,658,810","2,017"
LU,727,TBYu,Tooting Broadway,Station entry / exit,Relate,"25,494",0,"19,445","13,028","24,753",0,"18,145","13,072","15,371,262","2,017"
LU,728,TCRu,Tottenham Court Road,Station entry / exit,Relate,"63,871",0,"54,505","33,720","62,144",0,"52,619","32,075","39,193,558","2,017"
LU,729,TTHu,Tottenham Hale LU,Station entry / exit,Relate,"21,847",0,"9,891","7,206","20,344",0,"8,587","6,945","11,889,159","2,017"
LU,730,TOTu,Totteridge & Whetstone,Station entry / exit,Relate,"4,396",0,2544,1597,"3,928",0,2179,1561,"2,416,108","2,017"
LU,731,THLu,Tower Hill,Station entry / exit,Relate,"30,036",0,"24,595","19,675","33,220",0,"27,252","19,866","19,897,981","2,017"
LU,733,TPKu,Tufnell Park,Station entry / exit,Relate,"6,597",0,5234,3682,"6,004",0,4349,3536,"3,895,273","2,017"
LU,734,TGRu,Turnham Green,Station entry / exit,Relate,"9,699",0,"6,579",4508,"9,809",0,"6,553","4,591","5,845,936","2,017"
LU,735,TPLu,Turnpike Lane,Station entry / exit,Relate,"16,200",0,"13,744","9,948","16,215",0,"12,547","9,888","10,162,189","2,017"
LU,736,UPMu,Upminster,Station entry / exit,Scaled,"8,854",0,"5,745",2538,"9,533",0,"5,105",2571,"5,266,228","2,017"
LU,737,UPBu,Upminster Bridge,Station entry / exit,Relate,2073,0,751,377,1999,0,615,371,"1,096,940","2,017"
LU,738,UPYu,Upney,Station entry / exit,Relate,"4,622",0,"2,785",1813,"4,182",0,2372,1619,"2,567,807","2,017"
LU,739,UPKu,Upton Park,Station entry / exit,Relate,"15,357",0,"11,407","8,101","14,397",0,"10,574","7,544","9,097,854","2,017"
LU,740,UXBu,Uxbridge,Station entry / exit,Relate,"13,974",0,"8,494","5,256","13,371",0,"7,825","5,194","7,980,024","2,017"
LU,777,VUXu,Vauxhall LU,Station entry / exit,Relate,"50,772",0,"32,387","24,662","46,714",0,"30,150","24,796","29,257,502","2,017"
LU,741,VICu,Victoria LU,Station entry / exit,Relate,"121,018",0,"88,605","69,760","122,783",0,"91,001","71,565","75,163,165","2,017"
LU,742,WALu,Walthamstow Central,Station entry / exit,Relate,"11,961",0,"9,038","6,526","17,390",0,"13,811","10,094","9,089,459","2,017"
LU,743,WANu,Wanstead,Station entry / exit,Relate,"4,802",0,3400,2220,"4,504",0,3156,2154,"2,804,581","2,017"
LU,745,WSTu,Warren Street,Station entry / exit,Relate,"35,810",0,"13,816","9,209","33,944",0,"13,362","8,585","19,218,263","2,017"
LU,746,WARu,Warwick Avenue,Station entry / exit,Relate,"6,917",0,"4,925",3490,"6,357",0,"4,537",3598,"4,047,265","2,017"
LU,747,WLOu,Waterloo LU,Station entry / exit,Mixed,"147,574",0,"91,841","55,080","149,577",0,"90,703","56,770","86,887,788","2,017"
LU,748,WATu,Watford,Station entry / exit,Relate,"3,307",0,1654,1067,"2,873",0,1671,1001,"1,771,435","2,017"
LU,751,WEMu,Wembley Central,Station entry / exit,Relate,"8,953",0,"7,503","5,106","9,173",0,"7,264","4,613","5,618,729","2,017"
LU,752,WPKu,Wembley Park,Station entry / exit,Relate,"24,980",0,"22,413","14,412","25,094",0,"21,274","13,438","15,712,048","2,017"
LU,753,WACu,West Acton,Station entry / exit,Relate,2754,0,2089,1386,2576,0,1903,1350,"1,629,156","2,017"
LU,755,WBTu,West Brompton,Station entry / exit,Relate,"10,006",0,"4,731","3,077","10,024",0,"4,141",2825,"5,609,357","2,017"
LU,756,WFYu,West Finchley,Station entry / exit,Relate,2897,0,1590,991,2694,0,1367,992,"1,605,581","2,017"
LU,757,WHMu,West Ham,Station entry / exit,Relate,"6,946",0,"5,447","3,826","6,466",0,"5,392","3,805","4,174,658","2,017"
LU,758,WHDu,West Hampstead LU,Station entry / exit,Relate,"20,776",0,"13,386","9,249","16,880",0,"10,461","8,232","11,207,001","2,017"
LU,759,WHRu,West Harrow,Station entry / exit,Relate,2270,0,1686,941,2611,0,1742,998,"1,453,150","2,017"
LU,760,WKNu,West Kensington,Station entry / exit,Relate,"8,424",0,"5,987",4309,"8,020",0,"5,069",4121,"4,964,196","2,017"
LU,762,WRPu,West Ruislip,Station entry / exit,Relate,2787,0,2113,1158,2672,0,1839,1078,"1,634,281","2,017"
LU,754,WBPu,Westbourne Park,Station entry / exit,Relate,"6,923",0,"4,582",2906,"6,272",0,"4,048",2973,"3,928,366","2,017"
LU,761,WMSu,Westminster,Station entry / exit,Relate,"38,241",0,"31,057","24,309","39,001",0,"31,405","23,236","24,219,994","2,017"
LU,764,WCTu,White City,Station entry / exit,Relate,"14,693",0,"7,316","4,358","15,280",0,"6,845","4,401","8,433,511","2,017"
LU,763,WCLu,Whitechapel,Station entry / exit,Relate,"22,590",0,"12,479","8,781","22,633",0,"12,820","8,960","13,137,261","2,017"
LU,765,WLGu,Willesden Green,Station entry / exit,Relate,"13,820",0,"10,754","8,161","13,073",0,"9,494","7,811","8,331,012","2,017"
LU,766,WJNu,Willesden Junction,Station entry / exit,Scaled,"7,566",0,"5,163","2,908","7,514",0,"4,743","3,028","4,453,456","2,017"
LU,767,WIMu,Wimbledon,LU boarding / alighting,Scaled,"18,188",0,"15,967","10,013","20,149",0,"16,795","10,509","11,956,760","2,017"
LU,768,WMPu,Wimbledon Park,Station entry / exit,Relate,"3,583",0,2648,1605,"3,301",0,2235,1600,"2,074,785","2,017"
LU,770,WGNu,Wood Green,Station entry / exit,Relate,"20,042",0,"15,815","11,793","18,949",0,"16,020","11,415","12,202,222","2,017"
LU,599,WDLu,Wood Lane,Station entry / exit,Relate,"6,242",0,4516,2267,"6,631",0,4294,2494,"3,804,000","2,017"
LU,769,WFDu,Woodford,Station entry / exit,Relate,"9,442",0,"6,937",4140,"9,537",0,"6,301",4142,"5,682,132","2,017"
LU,771,WSPu,Woodside Park,Station entry / exit,Relate,"5,311",0,"2,997",2246,"6,088",0,3760,2967,"3,366,132","2,017"
LO,1404,ACCr,Acton Central,Station entry / exit,Gateline,"3,491",0,"2,309",1238,"3,260",0,2003,1137,"1,990,116","2,017"
LO,5397,ANYr,Anerley,Station entry / exit,Manual Count,1952,0,1240,904,1845,0,1106,952,"1,141,012","2,017"
LO,514,BKGu,Barking,LO boarding / alighting,Loadweigh,"3,838",0,"2,534","1,442","3,685",0,"2,371","1,406","2,232,520","2,017"
LO,5420,BAKr,Battersea Park,LO boarding / alighting,Manual Count,20,0,0,16,19,0,0,0,"10,383","2,017"
LO,6961,BETr,Bethnal Green LO,Station entry / exit,Gateline,"2,178",0,1482,1072,"2,290",0,1689,1148,"1,364,618","2,017"
LO,522,BHRu,Blackhorse Road,LO boarding / alighting,Scaled,"3,658",0,"3,062",1812,"4,052",0,"3,588",1936,"2,408,688","2,017"
LO,5404,BCYr,Brockley,Station entry / exit,Gateline,"7,463",0,"5,909",3913,"6,688",0,"4,725",3646,"4,377,054","2,017"
LO,1437,BSYr,Brondesbury,Station entry / exit,Gateline,"5,133",0,"3,591","2,028","4,667",0,"3,004",1813,"2,924,794","2,017"
LO,1438,BSPr,Brondesbury Park,Station entry / exit,Scaled,"2,884",0,1215,775,"2,779",0,1072,823,"1,584,534","2,017"
LO,6958,BCVr,Bruce Grove,Station entry / exit,Scaled,"2,774",0,1661,1041,"2,611",0,1487,1002,"1,580,400","2,017"
LO,6913,BHKr,Bush Hill Park,Station entry / exit,Gateline,2294,0,1368,789,1845,0,1002,632,"1,204,935","2,017"
LO,1395,BSHr,Bushey,Station entry / exit,Scaled,763,0,1101,487,1312,0,885,397,"651,775","2,017"
LO,1439,CIRr,Caledonian Road & Barnsbury,Station entry / exit,Scaled,"3,024",0,1485,661,"3,179",0,1537,722,"1,742,987","2,017"
LO,6962,CBHr,Cambridge Heath,Station entry / exit,Scaled,1541,0,1154,942,1614,0,1195,868,"980,935","2,017"
LO,1440,CMDr,Camden Road,Station entry / exit,Gateline,"9,094",0,"6,049","3,266","9,259",0,"6,581","3,531","5,471,661","2,017"
LO,788,CWRu,Canada Water,LO boarding / alighting,Scaled,"47,415",0,"35,637","20,151","43,911",0,"39,462","21,630","28,221,928","2,017"
LO,1441,CNNr,Canonbury,Station entry / exit,Gateline,"5,832",0,"4,597",3062,"4,864",0,"3,733",2876,"3,333,820","2,017"
LO,1442,CPKr,Carpenders Park,Station entry / exit,Gateline,1894,0,1179,693,"1,820",0,1065,681,"1,091,852","2,017"
LO,6814,CHNr,Cheshunt,Station entry / exit,Scaled,627,0,571,422,732,0,831,601,"453,708","2,017"
LO,6914,CHIr,Chingford,Station entry / exit,Gateline,"3,728",0,"2,115",1376,"3,395",0,"1,939",1305,"2,084,007","2,017"
LO,5301,CLPr,Clapham High Street,Station entry / exit,Manual Count,"3,499",0,2968,1707,"3,652",0,3300,1970,"2,248,857","2,017"
LO,5595,CLJr,Clapham Junction,LO boarding / alighting,Loadweigh,"25,594",0,"18,271","13,241","22,628",0,"16,336","11,571","14,788,770","2,017"
LO,6926,CPTr,Clapton,Station entry / exit,Manual Count,"3,199",0,2139,1464,"2,704",0,1752,1222,"1,776,056","2,017"
LO,7406,CRHr,Crouch Hill,Station entry / exit,Scaled,1320,0,673,185,1249,0,715,203,"719,487","2,017"
LO,5356,CYPr,Crystal Palace,LO boarding / alighting,Loadweigh,"3,440",0,"2,141","2,224","3,180",0,"2,194","2,171","2,058,418","2,017"
LO,1443,DLJr,Dalston Junction,Station entry / exit,Gateline,"9,515",0,"8,240","5,525","8,950",0,"8,561","5,436","5,909,377","2,017"
LO,1429,DLKr,Dalston Kingsland,Station entry / exit,Gateline,"10,623",0,"9,471","5,248","9,905",0,"8,986","4,964","6,461,602","2,017"
LO,5421,DMKr,Denmark Hill,LO boarding / alighting,Scaled,"13,452",0,"6,749","5,613","13,048",0,"6,444","5,366","7,709,693","2,017"
LO,6941,EDRr,Edmonton Green,Station entry / exit,Scaled,"6,529",0,"4,868","2,934","5,584",0,"4,232","2,792","3,709,925","2,017"
LO,7473,EMPr,Emerson Park,Station entry / exit,Manual Count,608,0,255,135,380,0,165,98,"275,227","2,017"
LO,6959,ENFr,Enfield Town,Station entry / exit,Gateline,"4,313",0,2746,1740,"3,709",0,2378,1555,"2,388,070","2,017"
LO,1444,EUSr,Euston NR,LO boarding / alighting,Loadweigh,"5,686",0,4900,4377,"5,354",0,"4,466",3441,"3,561,954","2,017"
LO,1445,FNYr,Finchley Road & Frognal,Station entry / exit,Scaled,"4,013",0,1887,1047,"4,036",0,2087,932,"2,273,363","2,017"
LO,5362,FOHr,Forest Hill,Station entry / exit,Scaled,"5,552",0,4374,3281,"5,630",0,4119,3266,"3,491,388","2,017"
LO,1409,GPOr,Gospel Oak,Station entry / exit,Gateline,"4,409",0,"2,630","1,527","4,063",0,"2,286","1,348","2,467,887","2,017"
LO,591,GUNu,Gunnersbury,LO boarding / alighting,Scaled,3673,0,2132,2145,4036,0,1920,1089,"2,255,304","2,017"
LO,6977,HKCr,Hackney Central,Station entry / exit,Gateline,"10,939",0,"8,871","5,327","10,478",0,"8,513","5,131","6,639,640","2,017"
LO,6867,HACr,Hackney Downs,Station entry / exit,Manual Count,"5,395",0,"4,258",2615,"5,459",0,"4,196",2697,"3,347,992","2,017"
LO,6978,HKWr,Hackney Wick,Station entry / exit,Scaled,"3,564",0,"2,737",1433,"3,024",0,"2,813",1270,"2,027,072","2,017"
LO,1022,HGGr,Haggerston,Station entry / exit,Gateline,"5,728",0,4267,2565,"5,166",0,4261,2547,"3,351,634","2,017"
LO,1413,HDHr,Hampstead Heath,Station entry / exit,Gateline,"6,103",0,"3,678","2,742","5,809",0,"3,665","2,745","3,562,249","2,017"
LO,596,HARu,Harlesden,LO boarding / alighting,Scaled,"2,386",0,1625,817,"2,063",0,1189,1118,"1,328,351","2,017"
LO,7401,HRYr,Harringay Green Lanes,Station entry / exit,Scaled,"1,614",0,"1,018",378,"1,641",0,960,354,"934,235","2,017"
LO,597,HAWu,Harrow & Wealdstone,LO boarding / alighting,Scaled,"5,131",0,"3,681","3,219","6,318",0,"3,869","3,950","3,541,286","2,017"
LO,1398,HTEr,Hatch End,Station entry / exit,Gateline,1230,0,765,481,1169,0,721,467,"710,039","2,017"
LO,1434,HDLr,Headstone Lane,Station entry / exit,Scaled,1166,0,653,397,1110,0,564,381,"658,172","2,017"
LO,6919,HIPr,Highams Park,Station entry / exit,Gateline,"4,586",0,2588,1514,"3,406",0,1714,1142,"2,308,794","2,017"
LO,603,HBYu,Highbury & Islington,LO boarding / alighting,Mixed,"37,547",0,"28,163","23,657","36,095",0,"27,074","22,738","23,120,516","2,017"
LO,6979,HMNr,Homerton,Station entry / exit,Gateline,"8,881",0,"6,198","3,555","7,476",0,"5,033","3,342","4,916,632","2,017"
LO,5418,HPAr,Honor Oak Park,Station entry / exit,Gateline,"5,464",0,3696,2335,"4,973",0,3155,2303,"3,133,342","2,017"
LO,1023,HOXr,Hoxton,Station entry / exit,Gateline,"5,197",0,3798,3094,"5,116",0,4145,3430,"3,249,377","2,017"
LO,9586,IMWr,Imperial Wharf,Station entry / exit,Gateline,"6,183",0,"3,089",1632,"5,510",0,2675,1356,"3,307,690","2,017"
LO,617,KGNu,Kensal Green,LO boarding / alighting,Scaled,1275,0,1037,791,1516,0,1337,1107,"896,935","2,017"
LO,1448,KNRr,Kensal Rise,Station entry / exit,Manual Count,"4,752",0,"4,432",1866,"4,778",0,"4,350",1587,"2,946,889","2,017"
LO,618,OLYu,Kensington (Olympia),Station entry / exit,Scaled,"5,278",0,1765,1009,"6,121",0,1909,1129,"3,090,678","2,017"
LO,1449,KTWr,Kentish Town West,Station entry / exit,Scaled,"2,594",0,"1,392",863,"6,001",0,3413,2038,"2,493,968","2,017"
LO,620,KETu,Kenton,LO boarding / alighting,Relate,1380,0,700,631,1753,0,635,492,"891,817","2,017"
LO,621,KEWu,Kew Gardens,LO boarding / alighting,Scaled,2436,0,1729,1547,2108,0,1579,1171,"1,414,566","2,017"
LO,1415,KBNr,Kilburn High Road,Station entry / exit,Gateline,1429,0,1063,776,1372,0,992,764,"866,081","2,017"
LO,7402,LEMr,Leyton Midland Road,Station entry / exit,Scaled,"2,410",0,1986,1314,"2,403",0,1836,1336,"1,502,699","2,017"
LO,7403,LERr,Leytonstone High Road,Station entry / exit,Scaled,"1,763",0,1530,1019,1729,0,1454,1053,"1,107,993","2,017"
LO,6965,LSTr,Liverpool Street NR,LO boarding / alighting,Manual Count,"20,463",0,"10,348","10,395","21,978",0,"10,477","9,127","12,427,864","2,017"
LO,6966,LOFr,London Fields,Station entry / exit,Scaled,2837,0,2202,1691,2770,0,2352,1977,"1,784,175","2,017"
LO,5150,NWXr,New Cross,LO boarding / alighting,Loadweigh,"4,809",0,"3,005",2239,"4,400",0,"2,749",2537,"2,784,006","2,017"
LO,5345,NXGr,New Cross Gate,LO boarding / alighting,Scaled,"10,357",0,"9,374",5104,"11,924",0,"8,507",5556,"6,886,621","2,017"
LO,659,NWBu,North Wembley,LO boarding / alighting,Relate,1054,0,670,484,924,0,602,445,"594,988","2,017"
LO,5376,NWDr,Norwood Junction,LO boarding / alighting,Scaled,"2,562",0,1714,1387,2273,0,1489,1226,"1,475,831","2,017"
LO,5423,PMRr,Peckham Rye,LO boarding / alighting,Scaled,"5,873",0,"5,196",3681,"6,902",0,"5,640","4,619","4,084,899","2,017"
LO,5378,PNWr,Penge West,Station entry / exit,Scaled,1026,0,911,642,2223,0,1870,1428,"1,038,116","2,017"
LO,680,QPKu,Queen's Park,LO boarding / alighting,Relate,"3,666",0,2869,2136,"3,432",0,2361,2101,"2,212,295","2,017"
LO,5424,QRPr,Queens Road Peckham,Station entry / exit,Scaled,"3,140",0,2682,1835,"3,050",0,2511,1903,"1,962,509","2,017"
LO,6967,RECr,Rectory Road,Station entry / exit,Scaled,2029,0,1487,1045,1836,0,1196,963,"1,181,806","2,017"
LO,686,RMDu,Richmond,LO boarding / alighting,Loadweigh,"6,433",0,"5,840","2,762","6,389",0,"5,738","2,670","3,991,845","2,017"
LO,6886,RMFr,Romford,Station entry / exit,Scaled,1157,0,422,249,1310,0,515,222,"676,281","2,017"
LO,1039,ROEr,Rotherhithe,Station entry / exit,Gateline,3127,0,2479,1648,2734,0,2150,1540,"1,826,741","2,017"
LO,698,SVSu,Seven Sisters,LO boarding / alighting,Manual Count,"16,080",0,"6,837","4,970","19,806",0,"11,714","7,844","10,373,038","2,017"
LO,1082,SDEr,Shadwell LO,Station entry / exit,Gateline,"5,801",0,"4,382","2,984","8,213",0,"6,072","4,524","4,331,978","2,017"
LO,9587,SPBr,Shepherd's Bush NR,Station entry / exit,Gateline,"13,591",0,"10,900","6,218","13,971",0,"10,856","6,111","8,458,803","2,017"
LO,1024,SDCr,Shoreditch High Street,Station entry / exit,Gateline,"13,914",0,11077,8319,"14,112",0,13007,7526,"8,860,547","2,017"
LO,6972,SLVr,Silver Street,Station entry / exit,Scaled,"4,310",0,"2,718",1818,"4,074",0,"2,494",1826,"2,498,643","2,017"
LO,1452,SATr,South Acton,Station entry / exit,Scaled,2250,0,1581,993,2359,0,1412,972,"1,378,003","2,017"
LO,1451,SOHr,South Hampstead,Station entry / exit,Scaled,898,0,586,484,786,0,460,430,"510,791","2,017"
LO,709,SKTu,South Kenton,LO boarding / alighting,Scaled,713,0,474,788,1101,0,711,810,"583,276","2,017"
LO,7404,STOr,South Tottenham,Station entry / exit,Scaled,"2,191",0,1674,1610,"2,036",0,1564,1291,"1,342,130","2,017"
LO,6947,SBUr,Southbury,Station entry / exit,Scaled,2232,0,1424,1118,1876,0,1499,1264,"1,271,810","2,017"
LO,6973,SJSr,St James Street,Station entry / exit,Scaled,2039,0,1055,703,1894,0,925,693,"1,133,828","2,017"
LO,6968,SMHr,Stamford Hill,Station entry / exit,Scaled,1725,0,1008,883,1572,0,946,737,"987,086","2,017"
LO,6934,SKWr,Stoke Newington,Station entry / exit,Manual Count,"2,693",0,1785,1544,2254,0,1849,1489,"1,545,265","2,017"
LO,717,SPKu,Stonebridge Park,LO boarding / alighting,Relate,1395,0,558,391,1314,0,516,345,"755,606","2,017"
LO,719,SFDu,Stratford,LO boarding / alighting,Loadweigh,"28,790",0,"20,695","11,158","27,383",0,"19,419","10,503","16,861,016","2,017"
LO,1083,SQEr,Surrey Quays,Station entry / exit,Gateline,"8,384",0,"7,693","4,603","7,083",0,"6,426","4,059","4,926,621","2,017"
LO,5437,SYDr,Sydenham,LO boarding / alighting,Scaled,"4,471",0,3591,2316,"5,269",0,3282,2560,"2,974,643","2,017"
LO,6949,TEOr,Theobalds Grove,Station entry / exit,Scaled,1303,0,900,538,1179,0,771,483,"743,156","2,017"
LO,6952,TURr,Turkey Street,Station entry / exit,Scaled,2145,0,1543,953,2134,0,1362,916,"1,287,754","2,017"
LO,736,UPMu,Upminster,LO boarding / alighting,Scaled,1071,0,710,216,1033,0,616,236,"605,174","2,017"
LO,1524,UHLr,Upper Holloway,Station entry / exit,Scaled,"1,624",0,702,272,"1,543",0,889,342,"887,733","2,017"
LO,742,WALu,Walthamstow Central,LO boarding / alighting,Manual Count,"9,797",0,"5,429","1,348","10,942",0,"5,107","2,133","5,792,505","2,017"
LO,7407,WMWr,Walthamstow Queen's Road,Station entry / exit,Scaled,"2,857",0,1109,431,"3,018",0,"1,290",355,"1,602,249","2,017"
LO,5372,WWRr,Wandsworth Road,Station entry / exit,Scaled,1482,0,868,582,1406,0,937,608,"857,961","2,017"
LO,7408,WNPr,Wanstead Park,Station entry / exit,Scaled,"1,725",0,1514,1001,"1,630",0,1356,915,"1,060,998","2,017"
LO,1085,WPEr,Wapping,Station entry / exit,Gateline,"4,081",0,3450,2262,3826,0,3067,2119,"2,481,764","2,017"
LO,1455,WFHr,Watford High Street,Station entry / exit,Gateline,"2,331",0,1943,1236,2064,0,1798,1160,"1,383,367","2,017"
LO,1402,WFJr,Watford Junction,LO boarding / alighting,Loadweigh,2089,0,1874,1689,2341,0,2375,2241,"1,492,464","2,017"
LO,751,WEMu,Wembley Central,LO boarding / alighting,Relate,"2,742",0,"2,330",1585,"2,942",0,2018,1276,"1,753,272","2,017"
LO,755,WBTu,West Brompton,LO boarding / alighting,Relate,"6,120",0,"3,724",2920,"6,586",0,4057,2929,"3,796,976","2,017"
LO,5411,WCYr,West Croydon NR,LO boarding / alighting,Loadweigh,"5,704",0,"3,282","1,984","5,445",0,"3,194",2042,"3,259,957","2,017"
LO,1421,WHDr,West Hampstead LO,Station entry / exit,Gateline,"10,150",0,"6,767","3,846","9,585",0,"6,292","3,506","5,860,118","2,017"
LO,6956,WHLr,White Hart Lane,Station entry / exit,Gateline,"4,337",0,2615,1577,"3,395",0,1933,1235,"2,264,604","2,017"
LO,763,WCLu,Whitechapel,LO boarding / alighting,Relate,"22,134",0,"15,172","13,813","21,807",0,"16,209","14,545","13,751,196","2,017"
LO,766,WJNu,Willesden Junction,LO boarding / alighting,Relate,"17,068",0,"10,283","4,183","18,142",0,"11,380","5,102","10,186,191","2,017"
LO,6954,WSTr,Wood Street,Station entry / exit,Gateline,"2,690",0,1802,1111,"2,061",0,1307,923,"1,422,045","2,017"
LO,7467,WGRr,Woodgrange Park,Station entry / exit,Scaled,"1,646",0,1307,968,1420,0,1125,839,"962,973","2,017"
DLR,750,ABRd,Abbey Road,Station entry / exit,APC,"1,934",0,1432,1020,"1,893",0,1361,999,"1,190,535","2,017"
DLR,850,ALSd,All Saints,Station entry / exit,APC,"3,297",0,2354,1614,"3,315",0,2267,1621,"2,034,156","2,017"
DLR,513,BNKu,Bank and Monument,DLR boarding / alighting,APC,"54,168",0,"30,570","23,691","51,825",0,"30,223","22,497","31,666,037","2,017"
DLR,895,BECd,Beckton,Station entry / exit,APC,"4,080",0,"2,739",1963,"4,228",0,"2,754","1,935","2,532,056","2,017"
DLR,891,BEPd,Beckton Park,Station entry / exit,APC,1151,0,745,408,1161,0,715,429,"688,907","2,017"
DLR,882,BLAd,Blackwall,Station entry / exit,APC,"3,252",0,2063,1512,"3,088",0,1928,1517,"1,924,981","2,017"
DLR,851,BOCd,Bow Church,Station entry / exit,APC,"6,639",0,"5,101","3,860","4,525",0,"3,692","2,807","3,543,715","2,017"
DLR,842,CAWd,Canary Wharf DLR,Station entry / exit,APC,"36,762",0,"15,161","11,749","25,995",0,"12,350","9,170","18,007,670","2,017"
DLR,884,CNTu,Canning Town,DLR boarding / alighting,APC,"22,362",0,"16,549","12,271","21,426",0,"18,687","13,950","13,940,054","2,017"
DLR,854,CROd,Crossharbour,Station entry / exit,APC,"6,615",0,"4,441","3,240","6,653",0,"4,417","3,319","4,064,583","2,017"
DLR,887,CUHd,Custom House,Station entry / exit,APC,0,0,0,0,0,0,0,0,0,"2,017"
DLR,879,CUSd,Cutty Sark,Station entry / exit,APC,"10,763",0,"12,570","9,935","10,833",0,"10,547","8,435","7,430,815","2,017"
DLR,893,CYPd,Cyprus,Station entry / exit,APC,"3,538",0,1395,1015,"3,166",0,1118,933,"1,888,241","2,017"
DLR,897,DEBd,Deptford Bridge,Station entry / exit,APC,"6,954",0,"5,648","4,312","6,267",0,5137,4133,"4,242,465","2,017"
DLR,867,DERd,Devons Road,Station entry / exit,APC,"3,950",0,"2,716","1,861","3,834",0,"2,440","1,777","2,372,121","2,017"
DLR,883,EAId,East India,Station entry / exit,APC,"6,471",0,"3,847","2,969","5,734",0,"3,283",2538,"3,662,137","2,017"
DLR,898,ELRd,Elverson Road,Station entry / exit,APC,"3,094",0,2341,1800,"3,073",0,2485,2069,"1,965,251","2,017"
DLR,894,GARd,Gallions Reach,Station entry / exit,APC,"2,170",0,1534,1112,"2,372",0,1654,1257,"1,405,306","2,017"
DLR,928,GREd,Greenwich,DLR boarding / alighting,APC,"7,976",0,"6,303","4,676","8,255",0,"7,142","5,432","5,205,602","2,017"
DLR,855,HEQd,Heron Quays,Station entry / exit,APC,"13,676",0,"9,336","7,527","14,512",0,"9,594","7,156","8,677,976","2,017"
